"CD_NOM","LB_NOM"
103494,"Iberis sempervirens"
103497,"Iberis spathulata"
103501,"Iberis timeroyi"
103502,"Iberis umbellata"
103508,"Iberis x bretonii"
983575,"Iberodes"
983577,"Iberodes linifolia"
983584,"Iberodes littoralis"
983587,"Iberodes littoralis subsp. littoralis"
193562,"Ibicella"
103511,"Ibicella lutea"
606917,"Ifloga"
610626,"Ifloga spicata"
193581,"Ilex"
103514,"Ilex aquifolium"
193584,"Illecebrum"
103536,"Illecebrum verticillatum"
786294,"Imbribryum"
435975,"Imbribryum alpinum"
786419,"Imbribryum mildeanum"
436028,"Imbribryum muehlenbeckii"
956667,"Imbribryum subapiculatum"
956668,"Imbribryum tenuisetum"
193594,"Impatiens"
103543,"Impatiens balfourii"
445494,"Impatiens balsamina"
103545,"Impatiens capensis"
103547,"Impatiens glandulifera"
103553,"Impatiens noli-tangere"
103557,"Impatiens parviflora"
160378,"Impatiens walleriana"
193595,"Imperata"
103562,"Imperata cylindrica"
193596,"Imperatoria"
103578,"Imperatoria ostruthium"
193602,"Indigofera"
103584,"Indigofera heterantha"
844353,"Indigofereae"
964018,"Interfilum"
964019,"Interfilum terricola"
193607,"Inula"
103596,"Inula bifrons"
810940,"Inula bifrons x Inula conyza"
103598,"Inula britannica"
945856,"Inula conyzae"
103626,"Inula helenioides"
103627,"Inula helenium"
103628,"Inula helvetica"
103631,"Inula hirta"
103639,"Inula montana"
810961,"Inula racemosa"
103648,"Inula salicina"
103651,"Inula spiraeifolia"
103659,"Inula x adriatica"
103660,"Inula x rigida"
103661,"Inula x savii"
103662,"Inula x semiamplexicaulis"
919474,"Inuleae"
920211,"Inulinae"
715589,"Ionopsidium"
104058,"Ionopsidium acaule"
717275,"Ionopsidium glastifolium"
1041248,"Ipheion"
103675,"Ipheion uniflorum"
193617,"Ipomoea"
103678,"Ipomoea coccinea"
954662,"Ipomoea cordatotriloba"
103682,"Ipomoea hederacea"
103684,"Ipomoea indica"
103687,"Ipomoea lacunosa"
610883,"Ipomoea lobata"
521639,"Ipomoea purpurea"
103693,"Ipomoea sagittata"
848294,"Ipomoeeae"
187469,"Iridaceae"
1011240,"Irideae"
1011220,"Iridoideae"
193623,"Iris"
103702,"Iris albicans"
610885,"Iris cretensis"
103726,"Iris ensata"
103734,"Iris foetidissima"
103737,"Iris germanica"
153377,"Iris germanica 'Florentina'"
103738,"Iris graminea"
103741,"Iris hybrida"
160465,"Iris juncea"
629929,"Iris laevigata"
103746,"Iris latifolia"
103749,"Iris lutescens"
136857,"Iris lutescens subsp. lutescens"
160434,"Iris lutescens subsp. subbiflora"
610887,"Iris orientalis"
103763,"Iris pallida"
718365,"Iris pallida subsp. pallida"
103768,"Iris perrieri"
103772,"Iris pseudacorus"
717276,"Iris reichenbachiana"
103777,"Iris sibirica"
103790,"Iris tuberosa"
103791,"Iris unguicularis"
161536,"Iris variegata"
103793,"Iris versicolor"
103797,"Iris x hollandica"
103798,"Iris x neumayeri"
161538,"Iris x sambucina"
610884,"Iris xanthospuria"
103800,"Iris xiphium"
355175,"Irvinea"
884925,"Irvinea ardreana"
542727,"Irvinea boergesenii"
1009360,"Irvinea chiajeana"
193628,"Isatis"
103803,"Isatis alpina"
717277,"Isatis lusitanica"
717278,"Isatis quadrialata"
103817,"Isatis tinctoria"
193638,"Ismelia"
103825,"Ismelia carinata"
939548,"Isoetaceae"
187175,"Isoetales"
193639,"Isoetes"
103832,"Isoetes boryana"
611746,"Isoetes creussensis"
103837,"Isoetes delalandei"
103838,"Isoetes delilei"
103840,"Isoetes durieui"
103841,"Isoetes echinospora"
958369,"Isoetes gymnocarpa"
103842,"Isoetes histrix"
103843,"Isoetes lacustris"
161103,"Isoetes longissima"
103850,"Isoetes tenuissima"
103834,"Isoetes x brochonii"
984424,"Isoetes x jermyi"
193642,"Isolepis"
103857,"Isolepis cernua"
103862,"Isolepis fluitans"
103887,"Isolepis pseudosetacea"
103898,"Isolepis setacea"
786284,"Isopaches"
6334,"Isopaches bicrenatus"
786496,"Isopaches decolorans"
970668,"Isopterygiella"
970669,"Isopterygiella pulchella"
193648,"Isopterygiopsis"
5951,"Isopterygiopsis muelleriana"
606918,"Isopyrum"
103917,"Isopyrum thalictroides"
193650,"Isothecium"
5886,"Isothecium alopecuroides"
5891,"Isothecium holtii"
963718,"Isothecium interludens"
5892,"Isothecium myosuroides"
357364,"Itonoa"
378165,"Itonoa marginifera"
606919,"Iva"
717279,"Iva annua"
103924,"Iva xanthiifolia"
193661,"Ixia"
103931,"Ixia dubia"
1011229,"Ixieae"
968235,"Jaborosa"
968236,"Jaborosa integrifolia"
968234,"Jaboroseae"
103949,"Jacaranda mimosifolia"
606920,"Jacobaea"
103985,"Jacobaea adonidifolia"
610648,"Jacobaea alpina"
103987,"Jacobaea aquatica"
610644,"Jacobaea erratica"
103991,"Jacobaea erucifolia"
718366,"Jacobaea erucifolia subsp. erucifolia"
610642,"Jacobaea incana"
612651,"Jacobaea incana subsp. incana"
610647,"Jacobaea leucophylla"
610643,"Jacobaea maritima"
612653,"Jacobaea maritima subsp. maritima"
103995,"Jacobaea paludosa"
718238,"Jacobaea paludosa subsp. angustifolia"
610654,"Jacobaea persoonii"
610645,"Jacobaea uniflora"
610646,"Jacobaea vulgaris"
612654,"Jacobaea vulgaris subsp. dunensis"
612655,"Jacobaea vulgaris subsp. vulgaris"
610657,"Jacobaea x albescens"
610651,"Jacobaea x calvescens"
610641,"Jacobaea x laggeri"
610650,"Jacobaea x lichtensteinensis"
610649,"Jacobaea x lyratifolia"
610656,"Jacobaea x mirabilis"
610652,"Jacobaea x ostenfeldii"
610653,"Jacobaea x reisachii"
610655,"Jacobaea x thuretii"
354579,"Janczewskia"
370825,"Janczewskia verruciformis"
349583,"Jania"
365433,"Jania longifurca"
811588,"Jania nummulitica"
72894,"Jania rubens"
627589,"Jania rubens var. corniculata"
543040,"Jania squamata"
569278,"Jania virgata"
830298,"Janieae"
606921,"Jarava"
717778,"Jarava plumosa"
193674,"Jasione"
104014,"Jasione crispa"
136883,"Jasione crispa subsp. arvernensis"
136884,"Jasione crispa subsp. crispa"
104018,"Jasione laevis"
104020,"Jasione maritima"
104022,"Jasione montana"
898141,"Jasmineae"
193676,"Jasminum"
104036,"Jasminum fruticans"
610889,"Jasminum mesnyi"
104039,"Jasminum nudiflorum"
104040,"Jasminum odoratissimum"
104041,"Jasminum officinale"
1019265,"Jasminum officinale subsp. grandiflorum"
1019254,"Jasminum officinale subsp. officinale"
193677,"Jasonia"
104052,"Jasonia tuberosa"
931294,"Jochenia"
931298,"Jochenia pallescens"
969024,"Jocheniaceae"
193682,"Jovibarba"
104068,"Jovibarba globifera"
136892,"Jovibarba globifera subsp. allionii"
162266,"Jovibarba globifera subsp. globifera"
193683,"Jubaea"
104070,"Jubaea chilensis"
193684,"Jubula"
6690,"Jubula hutchinsiae"
6691,"Jubula hutchinsiae subsp. hutchinsiae"
188404,"Jubulaceae"
187253,"Juglandaceae"
193685,"Juglans"
1022166,"Juglans cinerea"
1016949,"Juglans mandshurica"
104074,"Juglans nigra"
104076,"Juglans regia"
931945,"Juglans sect. Cardiocaryon"
931944,"Juglans sect. Juglans"
931943,"Juglans sect. Rhysocaryon"
1014238,"Juglans x intermedia"
1016967,"Juglans x sinensis"
894836,"Julianieae"
187471,"Juncaceae"
187455,"Juncaginaceae"
193689,"Juncus"
104101,"Juncus acutiflorus"
104104,"Juncus acutus"
136895,"Juncus acutus subsp. acutus"
963290,"Juncus acutus subsp. leopoldii"
104111,"Juncus alpinoarticulatus"
136899,"Juncus alpinoarticulatus subsp. alpinoarticulatus"
136903,"Juncus alpinoarticulatus subsp. fuscoater"
104115,"Juncus anceps"
104123,"Juncus arcticus"
104126,"Juncus articulatus"
136913,"Juncus articulatus subsp. articulatus"
762272,"Juncus balticus"
136919,"Juncus balticus subsp. pyrenaeus"
104144,"Juncus bufonius"
147897,"Juncus bufonius var. bufonius"
147898,"Juncus bufonius var. congestus"
104145,"Juncus bulbosus"
136927,"Juncus bulbosus subsp. bulbosus"
136928,"Juncus bulbosus subsp. kochii"
104148,"Juncus capitatus"
104155,"Juncus compressus"
104160,"Juncus conglomeratus"
104173,"Juncus effusus"
104176,"Juncus ensifolius"
104183,"Juncus filiformis"
104189,"Juncus foliosus"
104192,"Juncus fontanesii"
136937,"Juncus fontanesii subsp. fontanesii"
104196,"Juncus gerardi"
104208,"Juncus heterophyllus"
104212,"Juncus hybridus"
104214,"Juncus inflexus"
104221,"Juncus jacquinii"
104235,"Juncus littoralis"
104246,"Juncus maritimus"
104302,"Juncus pygmaeus"
771713,"Juncus ranarius"
717280,"Juncus rechingeri"
104310,"Juncus requienii"
104325,"Juncus sorrentinii"
104329,"Juncus sphaerocarpus"
104334,"Juncus squarrosus"
104337,"Juncus striatus"
104340,"Juncus subnodulosus"
104341,"Juncus subulatus"
104349,"Juncus tenageia"
104353,"Juncus tenuis"
718240,"Juncus tenuis subsp. anthelatus"
718241,"Juncus tenuis subsp. dichotomus"
136961,"Juncus tenuis subsp. dudleyi"
612142,"Juncus tenuis subsp. tenuis"
104362,"Juncus trifidus"
104363,"Juncus triglumis"
718367,"Juncus triglumis subsp. triglumis"
717281,"Juncus x alpiniformis"
610893,"Juncus x clausonis"
104379,"Juncus x diffusus"
104381,"Juncus x haussknechtii"
610890,"Juncus x inundatus"
104383,"Juncus x kernreichgeltii"
608162,"Juncus x langei"
610892,"Juncus x montellii"
717282,"Juncus x montserratensis"
104386,"Juncus x murbeckii"
104388,"Juncus x royeri"
104389,"Juncus x ruhmeri"
610891,"Juncus x scalovicus"
104392,"Juncus x valbrayi"
193690,"Jungermannia"
6396,"Jungermannia atrovirens"
6380,"Jungermannia borealis"
786995,"Jungermannia eucordifolia"
6405,"Jungermannia polaris"
6407,"Jungermannia pumila"
188409,"Jungermanniaceae"
187119,"Jungermanniales"
193693,"Juniperus"
104396,"Juniperus chinensis"
104397,"Juniperus communis"
1039639,"Juniperus communis nothovar. hemisphaerica"
1039503,"Juniperus communis var. communis"
1039508,"Juniperus communis var. saxatilis"
160554,"Juniperus drupacea"
717283,"Juniperus excelsa"
610894,"Juniperus horizontalis"
104406,"Juniperus macrocarpa"
610895,"Juniperus monosperma"
610898,"Juniperus osteosperma"
104409,"Juniperus oxycedrus"
104410,"Juniperus phoenicea"
610897,"Juniperus recurva"
104413,"Juniperus sabina"
610896,"Juniperus scopulorum"
1030452,"Juniperus sect. Caryocedrus"
1030449,"Juniperus sect. Juniperus"
1030450,"Juniperus sect. Sabina"
104415,"Juniperus squamata"
104419,"Juniperus thurifera"
104420,"Juniperus turbinata"
104422,"Juniperus virginiana"
717779,"Juniperus x cerropastorensis"
717978,"Juniperus x palanciana"
1039702,"Juniperus x pfitzeriana"
193695,"Jurinea"
610899,"Jurinea alata"
104430,"Jurinea humilis"
193697,"Kadenia"
104440,"Kadenia dubia"
193698,"Kalanchoe"
446533,"Kalanchoe blossfeldiana"
629982,"Kalanchoe daigremontiana"
160174,"Kalanchoe delagoensis"
977980,"Kalanchoe x houghtonii"
972516,"Kalanchooideae"
354492,"Kallymenia"
370654,"Kallymenia feldmannii"
370653,"Kallymenia patens"
370657,"Kallymenia reniformis"
627532,"Kallymenia tenuifolia"
188039,"Kallymeniaceae"
606922,"Kalmia"
761945,"Kalmia procumbens"
975587,"Karpatiosorbus"
975602,"Karpatiosorbus latifolia"
975604,"Karpatiosorbus remensis"
975593,"Karpatiosorbus x hybrida"
193706,"Katapsuxis"
104456,"Katapsuxis silaifolia"
653583,"Keratococcus"
964023,"Keratococcus bicaudatus"
653584,"Keratococcus rhaphidioides"
193718,"Kernera"
104488,"Kernera saxatilis"
193720,"Kerria"
104493,"Kerria japonica"
974601,"Kerrieae"
974595,"Kerriodae"
193722,"Kickxia"
104500,"Kickxia cirrhosa"
104501,"Kickxia commutata"
136993,"Kickxia commutata subsp. commutata"
104502,"Kickxia elatine"
104503,"Kickxia lanigera"
1020919,"Kickxia sieberi"
104506,"Kickxia spuria"
104507,"Kickxia x confinis"
433862,"Kindbergia"
434442,"Kindbergia praelonga"
193728,"Kirchneriella"
653585,"Kirchneriella aperta"
653587,"Kirchneriella dianae"
653588,"Kirchneriella irregularis"
73080,"Kirchneriella lunaris"
73083,"Kirchneriella obesa"
715552,"Klasea"
717782,"Klasea lycopifolia"
717783,"Klasea nudicaulis"
525955,"Klebsormidiaceae"
525818,"Klebsormidiales"
525072,"Klebsormidiophyceae"
627007,"Klebsormidium"
694541,"Klebsormidium catenatum"
650784,"Klebsormidium dissectum"
627009,"Klebsormidium flaccidum"
650785,"Klebsormidium fluitans"
670134,"Klebsormidium mucosum"
650787,"Klebsormidium nitens"
964026,"Klebsormidium pseudostichococcus"
933665,"Klebsormidium subtile"
193734,"Knautia"
104516,"Knautia arvensis"
610900,"Knautia arvensis x Knautia basaltica var. foreziensis"
104517,"Knautia arvernensis"
104518,"Knautia basaltica"
718706,"Knautia basaltica var. basaltica"
718707,"Knautia basaltica var. foreziensis"
998978,"Knautia collina"
104527,"Knautia degenii"
104528,"Knautia dipsacifolia"
104532,"Knautia godetii"
104537,"Knautia integrifolia"
104540,"Knautia lebrunii"
968246,"Knautia nevadensis"
104554,"Knautia subcanescens"
104558,"Knautia timeroyi"
104566,"Knautia x chassagnei"
104567,"Knautia x felina"
104568,"Knautia x kohleri"
104570,"Knautia x sambucifolia"
193735,"Kniphofia"
104575,"Kniphofia praecox"
104576,"Kniphofia uvaria"
193739,"Koeleria"
104602,"Koeleria arenaria"
104613,"Koeleria cenisia"
104644,"Koeleria macrantha"
718368,"Koeleria macrantha subsp. macrantha"
104665,"Koeleria pyramidata"
718369,"Koeleria pyramidata subsp. pyramidata"
104680,"Koeleria vallesiana"
137039,"Koeleria vallesiana subsp. abbreviata"
137041,"Koeleria vallesiana subsp. humilis"
137044,"Koeleria vallesiana subsp. vallesiana"
606924,"Koelpinia"
610671,"Koelpinia linearis"
193740,"Koelreuteria"
161872,"Koelreuteria paniculata"
894876,"Koelreuterieae"
883893,"Koenigia"
883891,"Koenigia alpina"
883894,"Koenigia polystachya"
942711,"Koliella"
942712,"Koliella bratislaviensis"
942710,"Koliellaceae"
193745,"Kolkwitzia"
104693,"Kolkwitzia amabilis"
653590,"Komarekia appendiculata"
925104,"Kornmannia"
925105,"Kornmannia leptoderma"
351605,"Kornmanniaceae"
653594,"Korshikoviella limnetica"
653592,"Korshikoviella michailovskoensis"
193747,"Kosteletzkya"
606925,"Krubera"
610672,"Krubera peregrina"
648620,"Kumanoa"
975148,"Kumanoa americana"
650788,"Kumanoa virgatodecaisneana"
193756,"Kundmannia"
104713,"Kundmannia sicula"
193757,"Kurzia"
6613,"Kurzia pauciflora"
6617,"Kurzia sylvatica"
6619,"Kurzia trichoclados"
932531,"Kylinia endophytica"
349696,"Kyliniella"
77289,"Kyliniella latvica"
193767,"Laburnum"
104715,"Laburnum alpinum"
104716,"Laburnum anagyroides"
104723,"Laburnum x watereri"
838877,"Lachnagrostis filiformis"
193786,"Lactuca"
104734,"Lactuca alpina"
104760,"Lactuca macrophylla"
612504,"Lactuca macrophylla subsp. macrophylla"
612503,"Lactuca macrophylla subsp. uralensis"
610995,"Lactuca muralis"
104764,"Lactuca perennis"
610994,"Lactuca plumieri"
104766,"Lactuca quercina"
104767,"Lactuca ramosissima"
104770,"Lactuca saligna"
104771,"Lactuca sativa"
448641,"Lactuca sativa var. capitata"
148028,"Lactuca sativa var. crispa"
710403,"Lactuca sativa var. longifolia"
104775,"Lactuca serriola"
104781,"Lactuca tenerrima"
104786,"Lactuca viminea"
137061,"Lactuca viminea subsp. chondrilliflora"
104787,"Lactuca virosa"
610996,"Lactuca virosa x Lactuca quercina"
104789,"Lactuca x dichotoma"
610993,"Lactuca x favratii"
919449,"Lactucinae"
193800,"Lagarosiphon"
104805,"Lagarosiphon major"
193802,"Lagenaria"
104807,"Lagenaria siceraria"
193805,"Lagerheimia"
653595,"Lagerheimia balatonica"
653596,"Lagerheimia chodatii"
653597,"Lagerheimia ciliata"
653598,"Lagerheimia citriformis"
75215,"Lagerheimia genevensis"
653599,"Lagerheimia longiseta"
653600,"Lagerheimia marssonii"
969710,"Lagerheimia quadriseta"
965457,"Lagerheimia wratislawiensis"
193806,"Lagerstroemia"
104811,"Lagerstroemia indica"
921312,"Lagerstroemioideae"
193809,"Lagoecia"
104815,"Lagoecia cuminoides"
193813,"Lagurus"
104841,"Lagurus ovatus"
718370,"Lagurus ovatus subsp. ovatus"
193814,"Lallemantia"
104844,"Lallemantia iberica"
193815,"Lamarckia"
104845,"Lamarckia aurea"
187240,"Lamiaceae"
525386,"Lamiales"
851841,"Lamieae"
851834,"Lamioideae"
193822,"Lamium"
104854,"Lamium album"
982045,"Lamium album subsp. album"
104855,"Lamium amplexicaule"
981979,"Lamium amplexicaule var. amplexicaule"
104858,"Lamium bifidum"
137070,"Lamium bifidum subsp. bifidum"
717285,"Lamium cyrneum"
104872,"Lamium flexuosum"
104876,"Lamium galeobdolon"
137071,"Lamium galeobdolon subsp. argentatum"
161601,"Lamium galeobdolon subsp. flavidum"
137072,"Lamium galeobdolon subsp. galeobdolon"
137073,"Lamium galeobdolon subsp. montanum"
104877,"Lamium garganicum"
137074,"Lamium garganicum nothosubsp. conradiae"
1036608,"Lamium garganicum subsp. corsicum"
137076,"Lamium garganicum subsp. garganicum"
610998,"Lamium gevorense"
104879,"Lamium hybridum"
104889,"Lamium maculatum"
1036489,"Lamium orientale"
104903,"Lamium purpureum"
104915,"Lamium x schroeteri"
193830,"Lampranthus"
994592,"Lampranthus aureus"
104918,"Lampranthus blandus"
788900,"Lampranthus brownii"
788799,"Lampranthus calcaratus"
104919,"Lampranthus conspicuus"
104921,"Lampranthus falciformis"
717286,"Lampranthus glaucoides"
104922,"Lampranthus multiradiatus"
104924,"Lampranthus spectabilis"
1019595,"Lamprocapnos"
620096,"Lamprocapnos spectabilis"
193838,"Lamprothamnium"
73093,"Lamprothamnium papulosum"
627630,"Lamprothamnium papulosum f. aragonense"
627619,"Lamprothamnium papulosum var. toletanum"
653602,"Lanceola"
653603,"Lanceola spatulifera"
193842,"Lantana"
104929,"Lantana camara"
887007,"Lantana camara"
851948,"Lantana camara subsp. aculeata"
851952,"Lantana sect. Lantana"
851969,"Lantaneae"
606927,"Laphangium"
610681,"Laphangium luteoalbum"
193850,"Lappula"
1026851,"Lappula patula"
1026848,"Lappula spinocarpos"
105010,"Lappula squarrosa"
193851,"Lapsana"
105017,"Lapsana communis"
137096,"Lapsana communis subsp. communis"
137097,"Lapsana communis subsp. intermedia"
187241,"Lardizabalaceae"
1030385,"Lariceae"
923853,"Larix"
105042,"Larix decidua"
137099,"Larix decidua subsp. decidua"
105044,"Larix kaempferi"
717287,"Larix laricina"
611000,"Larix occidentalis"
105050,"Larix x marschlinsii"
193864,"Laser"
105055,"Laser trilobum"
193865,"Laserpitium"
105071,"Laserpitium gallicum"
788987,"Laserpitium gallicum subsp. gallicum"
105074,"Laserpitium halleri"
137101,"Laserpitium halleri subsp. cynapiifolium"
137102,"Laserpitium halleri subsp. halleri"
105076,"Laserpitium latifolium"
718371,"Laserpitium latifolium subsp. latifolium"
105081,"Laserpitium nestleri"
718372,"Laserpitium nestleri subsp. nestleri"
105086,"Laserpitium prutenicum"
137106,"Laserpitium prutenicum subsp. dufourianum"
137107,"Laserpitium prutenicum subsp. prutenicum"
105092,"Laserpitium siler"
105099,"Laserpitium x besseanum"
105100,"Laserpitium x gaveanum"
193880,"Lathraea"
105145,"Lathraea clandestina"
105148,"Lathraea squamaria"
193884,"Lathyrus"
105154,"Lathyrus amphicarpos"
105159,"Lathyrus angulatus"
105161,"Lathyrus annuus"
105162,"Lathyrus aphaca"
105168,"Lathyrus bauhinii"
105175,"Lathyrus cicera"
105177,"Lathyrus cirrhosus"
105178,"Lathyrus clymenum"
105189,"Lathyrus filiformis"
717288,"Lathyrus gorgonei"
105197,"Lathyrus grandiflorus"
105199,"Lathyrus heterophyllus"
105201,"Lathyrus hirsutus"
105204,"Lathyrus inconspicuus"
611008,"Lathyrus incurvus"
105206,"Lathyrus japonicus"
137118,"Lathyrus japonicus subsp. maritimus"
105211,"Lathyrus latifolius"
148085,"Lathyrus latifolius var. ensifolius"
148086,"Lathyrus latifolius var. latifolius"
105214,"Lathyrus linifolius"
105230,"Lathyrus niger"
137134,"Lathyrus niger subsp. niger"
148091,"Lathyrus niger var. angustifolius"
613540,"Lathyrus niger var. niger"
105232,"Lathyrus nissolia"
613541,"Lathyrus nissolia var. glabrescens"
613131,"Lathyrus nissolia var. nissolia"
611007,"Lathyrus nudicaulis"
611009,"Lathyrus ochraceus"
105236,"Lathyrus ochrus"
105237,"Lathyrus odoratus"
105239,"Lathyrus palustris"
137139,"Lathyrus palustris subsp. palustris"
105241,"Lathyrus pannonicus"
811241,"Lathyrus pannonicus var. asphodeloides"
892201,"Lathyrus pannonicus var. pannonicus"
1040495,"Lathyrus pisiformis"
105247,"Lathyrus pratensis"
105256,"Lathyrus sativus"
105260,"Lathyrus setifolius"
105261,"Lathyrus sphaericus"
105266,"Lathyrus sylvestris"
105271,"Lathyrus tingitanus"
105273,"Lathyrus tuberosus"
105279,"Lathyrus venetus"
105280,"Lathyrus vernus"
105284,"Lathyrus vivantii"
105285,"Lathyrus x tournefortii"
606928,"Launaea"
621527,"Launaea fragilis"
187294,"Lauraceae"
593963,"Laurales"
929357,"Laureae"
349673,"Laurencia"
365933,"Laurencia brongniartii"
647617,"Laurencia caduciramulosa"
850908,"Laurencia chondrioides"
365914,"Laurencia coronopus"
823067,"Laurencia dendroidea"
975114,"Laurencia filiformis"
365932,"Laurencia intricata"
365925,"Laurencia microcladia"
77293,"Laurencia obtusa"
627488,"Laurencia okamurae"
365928,"Laurencia pyramidalis"
954567,"Laurencia snackeyi"
543185,"Laurencieae"
193894,"Laurus"
105295,"Laurus nobilis"
1014307,"Laurus papillosa"
193897,"Lavandula"
105297,"Lavandula angustifolia"
105304,"Lavandula dentata"
982122,"Lavandula dentata var. candicans"
982119,"Lavandula dentata var. dentata"
105312,"Lavandula latifolia"
965687,"Lavandula pedunculata"
105316,"Lavandula pyrenaica"
105321,"Lavandula stoechas"
717289,"Lavandula x heterophylla"
105330,"Lavandula x intermedia"
105332,"Lavandula x leptostachya"
971922,"Lavandulinae"
193919,"Leersia"
105400,"Leersia oryzoides"
193921,"Legousia"
105406,"Legousia falcata"
105407,"Legousia hybrida"
611024,"Legousia hybrida x Legousia speculum-veneris"
105410,"Legousia speculum-veneris"
997405,"Legousia speculum-veneris subsp. pentagonia"
997406,"Legousia speculum-veneris subsp. speculum-veneris"
193932,"Lejeunea"
6708,"Lejeunea cavifolia"
436685,"Lejeunea eckloniana"
6710,"Lejeunea lamacerina"
6711,"Lejeunea patens"
187127,"Lejeuneaceae"
354011,"Lejolisia"
369332,"Lejolisia mediterranea"
193936,"Lemanea"
650816,"Lemanea ciliata"
77301,"Lemanea fluviatilis"
650817,"Lemanea fucina"
650818,"Lemanea mamillosa"
650819,"Lemanea rigida"
524475,"Lemaneaceae"
433785,"Lembophyllaceae"
830345,"Lemmermannia komarekii"
193939,"Lemna"
105423,"Lemna aequinoctialis"
105427,"Lemna gibba"
105431,"Lemna minor"
105433,"Lemna minuta"
105441,"Lemna trisulca"
105442,"Lemna turionifera"
892492,"Lemnoideae"
187415,"Lentibulariaceae"
193953,"Leontice"
160380,"Leontice leontopetalum"
1024571,"Leonticeae"
193954,"Leontodon"
105490,"Leontodon crispus"
105500,"Leontodon hirtus"
105502,"Leontodon hispidus"
137189,"Leontodon hispidus subsp. hispidus"
137190,"Leontodon hispidus subsp. hyoseroides"
105521,"Leontodon saxatilis"
612505,"Leontodon saxatilis subsp. rothii"
137205,"Leontodon saxatilis subsp. saxatilis"
105529,"Leontodon tuberosus"
105532,"Leontodon x ambiguus"
611030,"Leontodon x vegetus"
193955,"Leontopodium"
611031,"Leontopodium nivale"
612632,"Leontopodium nivale subsp. alpinum"
851839,"Leonureae"
193956,"Leonurus"
105548,"Leonurus cardiaca"
105556,"Leonurus quinquelobatus"
193964,"Lepidium"
105595,"Lepidium africanum"
137214,"Lepidium africanum subsp. africanum"
611032,"Lepidium aletes"
105604,"Lepidium bonariense"
105607,"Lepidium campestre"
984396,"Lepidium coronopus"
105612,"Lepidium densiflorum"
105615,"Lepidium didymum"
105621,"Lepidium draba"
105625,"Lepidium fasciculatum"
105628,"Lepidium graminifolium"
105630,"Lepidium heterophyllum"
105631,"Lepidium hirtum"
137224,"Lepidium hirtum subsp. hirtum"
105641,"Lepidium latifolium"
160973,"Lepidium niloticum"
105657,"Lepidium oxyotum"
105658,"Lepidium perfoliatum"
611033,"Lepidium reticulatum"
105671,"Lepidium ruderale"
105673,"Lepidium sativum"
105687,"Lepidium villarsii"
137229,"Lepidium villarsii subsp. villarsii"
105689,"Lepidium virginicum"
193976,"Lepidozia"
6621,"Lepidozia cupressina"
6623,"Lepidozia reptans"
188406,"Lepidoziaceae"
193996,"Leptobarbula"
5308,"Leptobarbula berica"
193997,"Leptobryum"
5782,"Leptobryum pyriforme"
194002,"Leptochloa"
433842,"Leptodictyum"
5444,"Leptodictyum riparium"
194007,"Leptodon"
528527,"Leptodon corsicus"
5120,"Leptodon smithii"
194008,"Leptodontium"
5310,"Leptodontium flexifolium"
5311,"Leptodontium gemmascens"
357783,"Leptofauchea"
627559,"Leptofauchea coralligena"
959298,"Leptogramma"
959293,"Leptogramma pozoi"
368590,"Leptophytum bisporum"
627493,"Leptophytum bornetii"
368592,"Leptophytum laeve"
354580,"Leptosiphonia"
970489,"Leptosiphonia brodiei"
1009644,"Leptosiphonia fibrata"
1009645,"Leptosiphonia fibrillosa"
370826,"Leptosiphonia schousboei"
893332,"Leptospermeae"
445845,"Leptospermum"
717290,"Leptospermum laevigatum"
194049,"Lescuraea"
436150,"Lescuraea incurvata"
5151,"Lescuraea mutabilis"
436151,"Lescuraea patens"
436157,"Lescuraea plicata"
436152,"Lescuraea radicosa"
436153,"Lescuraea saviana"
5153,"Lescuraea saxicola"
194050,"Leskea"
5155,"Leskea polycarpa"
188344,"Leskeaceae"
194052,"Lespedeza"
611043,"Lespedeza thunbergii"
194067,"Leucanthemella"
105764,"Leucanthemella serotina"
920214,"Leucantheminae"
920222,"Leucanthemopsidinae"
194068,"Leucanthemopsis"
105765,"Leucanthemopsis alpina"
159722,"Leucanthemopsis alpina subsp. alpina"
137235,"Leucanthemopsis alpina subsp. minima"
137236,"Leucanthemopsis alpina subsp. tomentosa"
194069,"Leucanthemum"
105768,"Leucanthemum adustum"
105770,"Leucanthemum ageratifolium"
105775,"Leucanthemum burnatii"
105776,"Leucanthemum cantabricum"
105777,"Leucanthemum catalaunicum"
105781,"Leucanthemum coronopifolium"
718374,"Leucanthemum coronopifolium subsp. coronopifolium"
105782,"Leucanthemum corsicum"
137242,"Leucanthemum corsicum subsp. corsicum"
137243,"Leucanthemum corsicum subsp. fenzlii"
105784,"Leucanthemum crassifolium"
105786,"Leucanthemum delarbrei"
968304,"Leucanthemum esterellense"
105793,"Leucanthemum graminifolium"
105794,"Leucanthemum heterophyllum"
105795,"Leucanthemum ircutianum"
159909,"Leucanthemum laciniatum"
717291,"Leucanthemum legraeanum"
105799,"Leucanthemum maximum"
105801,"Leucanthemum meridionale"
105803,"Leucanthemum monspeliense"
105807,"Leucanthemum pallens"
105814,"Leucanthemum subglaucum"
105816,"Leucanthemum virgatum"
105817,"Leucanthemum vulgare"
148191,"Leucanthemum vulgare var. autumnale"
148192,"Leucanthemum vulgare var. vulgare"
105818,"Leucanthemum x superbum"
188345,"Leucobryaceae"
194075,"Leucobryum"
436310,"Leucobryum albidum"
