"CD_NOM","LB_NOM","TRIGRAMME"
652059,"Staurastrum polymorphum var. bornensis","Stapolbor"
652060,"Staurastrum polymorphum var. divergens","Stapoldiv"
652061,"Staurastrum polymorphum var. munitum","Stapolmun"
74991,"Staurastrum polymorphum var. pusillum","Stapolpus"
652063,"Staurastrum polymorphum var. simplex","Stapolsim"
74992,"Staurastrum polytrichum","Stapol2"
74993,"Staurastrum proboscideum","Stapro"
1008850,"Staurastrum proboscideum f. minus","Stapromin"
652066,"Staurastrum protectum","Stapro2"
74994,"Staurastrum pseudopelagicum","Stapse"
652067,"Staurastrum pseudopisciforme","Stapse2"
652069,"Staurastrum pseudosebaldi var. basidenticulatum","Stapsebas"
652070,"Staurastrum pseudosebaldi var. elongatum","Stapseelo"
627101,"Staurastrum pseudotetracerum","Stapse3"
652072,"Staurastrum pseudotetracerum var. curvatum","Stapsecur"
74995,"Staurastrum punctulatum","Stapun"
652073,"Staurastrum punctulatum f. crassum","Stapuncra"
652074,"Staurastrum punctulatum var. subproductum","Stapunsub"
652075,"Staurastrum pungens","Stapun2"
652087,"Staurastrum pyramidatum","Stapyr"
652088,"Staurastrum pyramidatum var. coilon","Stapyrcoi"
74999,"Staurastrum quadrangulare","Staqua"
652089,"Staurastrum quadrangulare var. contectum","Staquacon"
652090,"Staurastrum quadrangulare var. prolificum","Staquapro"
895178,"Staurastrum ralfsii","Staral"
1008976,"Staurastrum ralfsii var. depressum","Staraldep"
652092,"Staurastrum retusum","Staret"
652093,"Staurastrum reynouardii","Starey"
652094,"Staurastrum riklii","Starik"
652095,"Staurastrum rugulosum","Starug"
652097,"Staurastrum ruzickae","Staruz"
652099,"Staurastrum saltans","Stasal"
75000,"Staurastrum saxonicum","Stasax"
652101,"Staurastrum scabrum","Stasca"
75001,"Staurastrum sebaldi","Staseb"
653305,"Staurastrum sebaldi f. quadribrachiatum","Stasebqua"
652103,"Staurastrum sebaldi var. corpulentum","Stasebcor"
933526,"Staurastrum sebaldii","Staseb2"
75004,"Staurastrum senarium","Stasen"
652105,"Staurastrum senticosum","Stasen2"
625889,"Staurastrum setigerum","Staset"
652106,"Staurastrum sexangulare","Stasex"
75005,"Staurastrum sexcostatum","Stasex2"
75007,"Staurastrum simonyi","Stasim"
652107,"Staurastrum simonyi var. elegantius","Stasimele"
1008869,"Staurastrum sinense","Stasin"
1008870,"Staurastrum sinense var. insigne","Stasinins"
625891,"Staurastrum smithii","Stasmi"
792475,"Staurastrum spetsbergense","Staspe"
652108,"Staurastrum spiculosum","Staspi"
75008,"Staurastrum spongiosum","Staspo"
652109,"Staurastrum spongiosum var. perbifidum","Staspoper"
652111,"Staurastrum striatum","Stastr"
75009,"Staurastrum striolatum","Stastr2"
720033,"Staurastrum subavicula var. luxurians","Stasublux"
652112,"Staurastrum subbrebissonii","Stasub"
625892,"Staurastrum subcruciatum","Stasub2"
652113,"Staurastrum subnudibrachiatum","Stasub3"
652114,"Staurastrum subnudibrachiatum var. incisum","Stasubinc"
652115,"Staurastrum suborbiculare","Stasub4"
795812,"Staurastrum subpunctulatum","Stasub5"
792482,"Staurastrum subpygmaeum","Stasub6"
792483,"Staurastrum subpygmaeum var. subangulatum","Stasubsub"
895181,"Staurastrum suchlandtianum","Stasuc"
999133,"Staurastrum tectum","Statec"
999134,"Staurastrum tectum var. ayayense","Statecaya"
75010,"Staurastrum teliferum","Statel"
652117,"Staurastrum teliferum f. obtusum","Statelobt"
835220,"Staurastrum teliferum var. gladiosum","Statelgla"
652119,"Staurastrum teliferum var. ordinatum","Statelord"
75011,"Staurastrum tetracerum","Statet"
652121,"Staurastrum tetracerum f. trigonum","Statettri"
670209,"Staurastrum tetracerum var. irregulare","Statetirr"
75013,"Staurastrum tetracerum var. validum","Statetval"
75014,"Staurastrum tohopekaligense","Statoh"
627033,"Staurastrum trachytithophorum","Statra"
652123,"Staurastrum trapezicum","Statra2"
835275,"Staurastrum trapezoides","Statra3"
652124,"Staurastrum tumidulum","Statum"
75016,"Staurastrum turgescens","Statur"
652125,"Staurastrum turgescens f. minus","Staturmin"
652127,"Staurastrum verticillatum","Staver"
75017,"Staurastrum vestitum","Staves"
829154,"Stauridium","Stauridium"
811645,"Stauridium tetras","Statet2"
965474,"Stauridium tetras var. tetraodon","Statettet"
197917,"Staurodesmus","Staurodesmus"
627070,"Staurodesmus aristiferus","Staari"
652149,"Staurodesmus bieneanus","Stabie"
652150,"Staurodesmus bieneanus var. ellipticus","Stabieell"
652151,"Staurodesmus boergesenii","Staboe"
652152,"Staurodesmus brevispina f. minimus","Stabremin"
652153,"Staurodesmus bulnheimii","Stabul3"
627035,"Staurodesmus connatus","Stacon2"
652155,"Staurodesmus connatus var. africanus","Staconafr"
75020,"Staurodesmus controversus","Stacon3"
1009103,"Staurodesmus controversus var. crassus","Staconcra"
627036,"Staurodesmus convergens","Stacon4"
720034,"Staurodesmus convergens var. convergens","Staconcon"
1019628,"Staurodesmus convergens var. incrassatus","Staconinc"
627037,"Staurodesmus corniculatus","Stacor3"
652159,"Staurodesmus corniculatus var. subspinigerus","Stacorsub"
627039,"Staurodesmus cuspidatus","Stacus"
652166,"Staurodesmus cuspidatus var. pseudocuspidatus","Stacuspse"
834902,"Staurodesmus cuspidicurvatus","Stacus2"
75021,"Staurodesmus dejectus","Stadej"
795813,"Staurodesmus dejectus var. apiculatus","Stadejapi"
652167,"Staurodesmus dejectus var. borealis","Stadejbor"
652168,"Staurodesmus dejectus var. convergens","Stadejcon"
652169,"Staurodesmus dickiei var. circularis","Stadiccir"
652170,"Staurodesmus dickiei var. rhomboideus","Stadicrho"
75022,"Staurodesmus extensus","Staext2"
652171,"Staurodesmus extensus var. isthmosus","Staextist"
652172,"Staurodesmus extensus var. joshuae","Staextjos"
652173,"Staurodesmus furcatospermus","Stafur3"
75023,"Staurodesmus glaber","Stagla"
652175,"Staurodesmus glaber var. debaryanus","Stagladeb"
652176,"Staurodesmus glaber var. hirudinella","Staglahir"
627110,"Staurodesmus incus","Stainc2"
1009109,"Staurodesmus incus var. indentatus","Staincind"
835323,"Staurodesmus incus var. jaculiferus","Staincjac"
652181,"Staurodesmus lanceolatus var. compressus","Stalancom"
627074,"Staurodesmus leptodermus","Stalep2"
851046,"Staurodesmus mamillatus var. maximus","Stamammax"
627104,"Staurodesmus megacanthus","Stameg2"
652185,"Staurodesmus mucronatus","Stamuc"
652187,"Staurodesmus mucronatus var. subtriangularis","Stamucsub"
1008568,"Staurodesmus octocornis","Staoct"
652188,"Staurodesmus omearae","Staome"
1009111,"Staurodesmus orientalis","Staori"
652190,"Staurodesmus pachyrhynchus var. pseudopachyrhynchus","Stapacpse"
75025,"Staurodesmus patens","Stapat"
894892,"Staurodesmus patens var. inflatus","Stapatinf"
652191,"Staurodesmus patens var. maximus","Stapatmax"
627045,"Staurodesmus phimus","Staphi"
652192,"Staurodesmus phimus var. occidentalis","Staphiocc"
652193,"Staurodesmus pterosporus","Stapte"
834763,"Staurodesmus ralfsii","Staral2"
652194,"Staurodesmus reginae","Stareg"
652195,"Staurodesmus sellatus","Stasel"
627102,"Staurodesmus spencerianus","Staspe2"
652196,"Staurodesmus spencerianus var. triangulatus","Staspetri"
652197,"Staurodesmus spetsbergensis","Staspe3"
652198,"Staurodesmus spetsbergensis var. angulatus","Staspeang"
652199,"Staurodesmus subtriangularis","Stasub7"
652200,"Staurodesmus subulatus","Stasub8"
652201,"Staurodesmus subulatus var. subaequalis","Stasubsub2"
652203,"Staurodesmus unicornis","Stauni"
652205,"Staurodesmus unicornis f. longicollis","Staunilon"
652204,"Staurodesmus unicornis var. gracilis","Staunigra"
627103,"Staurodesmus validus","Staval"
835321,"Staurodesmus validus var. subincus","Stavalsub"
197928,"Stegonia","Stegonia"
5208,"Stegonia latifolia","Stelat"
435870,"Stegonia latifolia var. latifolia","Stelatlat"
435871,"Stegonia latifolia var. pilifera","Stelatpil"
895164,"Steinedesmus","Steinedesmus"
895165,"Steinedesmus ralfsii","Steral"
197932,"Stellaria","Stellaria"
124967,"Stellaria alsine","Steals"
124970,"Stellaria aquatica","Steaqu"
125000,"Stellaria graminea","Stegra"
125014,"Stellaria media","Stemed"
125019,"Stellaria neglecta","Steneg"
718784,"Stellaria neglecta var. cupaniana","Stenegcup"
718785,"Stellaria neglecta var. neglecta","Stenegneg"
125021,"Stellaria nemorum","Stenem"
141460,"Stellaria nemorum nothosubsp. kersii","Stenemker"
141461,"Stellaria nemorum subsp. montana","Stenemmon"
141462,"Stellaria nemorum subsp. nemorum","Stenemnem"
125023,"Stellaria pallida","Stepal"
125024,"Stellaria palustris","Stepal2"
946461,"Stellaria ruderalis","Sterud"
125050,"Stellaria x glauciformis","Stexgla"
125051,"Stellaria x hybrida","Stexhyb"
606995,"Stellarioides","Stellarioides"
161788,"Stellarioides longebracteata","Stelon"
354504,"Stenogramma","Stenogramma"
370674,"Stenogramma interruptum","Steint2"
197969,"Stenotaphrum","Stenotaphrum"
125107,"Stenotaphrum secundatum","Stesec"
850745,"Sterculioideae","Sterculioideae"
786356,"Stereodon","Stereodon"
436226,"Stereodon callichrous","Stecal"
436230,"Stereodon hamulosus","Steham"
931166,"Stereodon pratensis","Stepra"
931045,"Stereodontaceae","Stereodontaceae"
197990,"Sternbergia","Sternbergia"
125120,"Sternbergia colchiciflora","Stecol"
125123,"Sternbergia lutea","Stelut"
611592,"Sternbergia sicula","Stesic"
611591,"Sternbergia sicula x Sternbergia lutea","StesicxStelut"
985607,"Sternbergia vernalis","Stever"
1077417,"Stevenieae","Stevenieae"
197999,"Stichococcus","Stichococcus"
75030,"Stichococcus bacillaris","Stibac"
627472,"Stigeoclonium","Stigeoclonium"
627633,"Stigeoclonium amoenum","Stiamo"
652209,"Stigeoclonium elongatum","Stielo"
652210,"Stigeoclonium farctum","Stifar"
652211,"Stigeoclonium fasciculare","Stifas"
974679,"Stigeoclonium flagelliferum","Stifla"
75032,"Stigeoclonium lubricum","Stilub"
75033,"Stigeoclonium protensum","Stipro"
75034,"Stigeoclonium subsecundum","Stisub"
75036,"Stigeoclonium tenue","Stiten"
75037,"Stigeoclonium thermale","Stithe"
652212,"Stigeoclonium variabile","Stivar"
198017,"Stipa","Stipa"
969360,"Stipa atlantica","Stiatl"
125135,"Stipa capillata","Sticap"
125141,"Stipa epilosa","Stiepi"
141473,"Stipa epilosa subsp. epilosa","Stiepiepi"
125142,"Stipa eriocaulis","Stieri"
141475,"Stipa eriocaulis subsp. eriocaulis","Stierieri"
125146,"Stipa gallica","Stigal"
125167,"Stipa offneri","Stioff"
125173,"Stipa pennata","Stipen"
141484,"Stipa pennata subsp. pennata","Stipenpen"
888836,"Stipeae","Stipeae"
888837,"Stipellula","Stipellula"
888838,"Stipellula capensis","Sticap2"
888839,"Stipellula parviflora","Stipar"
888834,"Stipodae","Stipodae"
606997,"Stoibrax","Stoibrax"
611359,"Stoibrax dichotomum","Stodic"
433848,"Straminergon","Straminergon"
434407,"Straminergon stramineum","Strstr"
198031,"Stratiotes","Stratiotes"
125219,"Stratiotes aloides","Stralo"
931713,"Stratiotoideae","Stratiotoideae"
1042201,"Streblocladieae","Streblocladieae"
786336,"Streblotrichum","Streblotrichum"
435796,"Streblotrichum convolutum","Strcon"
962102,"Streblotrichum convolutum var. commutatum","Strconcom"
786528,"Streblotrichum convolutum var. convolutum","Strconcon"
704601,"Strelitzia","Strelitzia"
853301,"Strelitzia reginae","Strreg"
445322,"Strelitziaceae","Strelitziaceae"
995314,"Streptocarpinae","Streptocarpinae"
995689,"Streptocarpus","Streptocarpus"
995690,"Streptocarpus ionanthus","Strion"
543310,"Streptophyta","StrJoh"
198036,"Streptopus","Streptopus"
125226,"Streptopus amplexifolius","Stramp"
354043,"Stromatella","Stromatella"
369386,"Stromatella papillosa","Strpap"
1047265,"Struthiopteris","Struthiopteris"
125238,"Struthiopteris spicant","Strspi"
939828,"Struthiopteris spicant var. spicant","Strspispi"
715628,"Stuckenia","Stuckenia"
717572,"Stuckenia filiformis","Stufil"
717574,"Stuckenia pectinata","Stupec"
719165,"Stuckenia x suecica","Stuxsue"
357567,"Stylonema","Stylonema"
378686,"Stylonema alsidii","Styals"
378685,"Stylonema cornu-cervi","Stycor2"
378687,"Stylonema subcoeruleum","Stysub"
525735,"Stylonemataceae","Stylonemataceae"
525413,"Stylonematales","Sty"
524142,"Stylonematophyceae","StyH.S"
995186,"Styphnolobium","Styphnolobium"
125244,"Styphnolobium japonicum","Styjap"
187388,"Styracaceae","Styracaceae"
198079,"Styrax","Styrax"
125247,"Styrax officinalis","Styoff"
198080,"Suaeda","Suaeda"
125249,"Suaeda albescens","Suaalb"
966908,"Suaeda altissima","Suaalt"
125259,"Suaeda maritima","Suamar"
125261,"Suaeda spicata","Suaspi"
125262,"Suaeda splendens","Suaspl"
1021698,"Suaeda vera","Suaver"
884095,"Suaedoideae","Suaedoideae"
198085,"Subularia","Subularia"
125264,"Subularia aquatica","Subaqu"
1077431,"Subularieae","Subularieae"
198090,"Succisa","Succisa"
125295,"Succisa pratensis","Sucpra"
198091,"Succisella","Succisella"
198092,"Succowia","Succowia"
125312,"Succowia balearica","Sucbal"
198106,"Swertia","Swertia"
125319,"Swertia perennis","Sweper"
1028702,"Swertiinae","Swertiinae"
198107,"Syagrus","Syagrus"
125322,"Syagrus romanzoffiana","Syarom"
354044,"Sykidion","Sykidion"
369389,"Sykidion droebakense","Sykdro"
1018959,"Symblepharis","Symblepharis"
1018961,"Symblepharis elongata","Symelo"
198123,"Symphoricarpos","Symphoricarpos"
125324,"Symphoricarpos albus","Symalb"
152064,"Symphoricarpos albus var. laevigatus","Symalblae"
718023,"Symphoricarpos orbiculatus","Symorb"
717575,"Symphoricarpos x chenaultii","Symxche"
717876,"Symphoricarpos x doorenbosii","Symxdoo"
894858,"Symphyocladia","Symphyocladia"
924622,"Symphyocladia marchantioides","Symmar"
932559,"Symphyocladiella","Symphyocladiella"
932560,"Symphyocladiella dendroidea","Symden"
1019152,"Symphyocladiella spinifera","Symspi"
920231,"Symphyotrichinae","Symphyotrichinae"
446750,"Symphyotrichum","Symphyotrichum"
611643,"Symphyotrichum dumosum","Symdum"
448410,"Symphyotrichum laeve","Symlae"
125330,"Symphyotrichum lanceolatum","Symlan"
717576,"Symphyotrichum lateriflorum","Symlat"
125331,"Symphyotrichum novae-angliae","Symnov"
448412,"Symphyotrichum novi-belgii","Symnov2"
612575,"Symphyotrichum novi-belgii var. novi-belgii","Symnovnov"
717577,"Symphyotrichum pilosum","Sympil"
125333,"Symphyotrichum squamatum","Symsqu"
125336,"Symphyotrichum x amethystinum","Symxame"
125337,"Symphyotrichum x salignum","Symxsal"
717877,"Symphyotrichum x tardiflorum","Symxtar"
125338,"Symphyotrichum x versicolor","Symxver"
198127,"Symphytum","Symphytum"
125341,"Symphytum asperum","Symasp"
125343,"Symphytum bulbosum","Symbul"
160311,"Symphytum caucasicum","Symcau"
611413,"Symphytum grandiflorum","Symgra"
1048567,"Symphytum kurdicum","Symkur"
125355,"Symphytum officinale","Symoff"
141498,"Symphytum officinale subsp. bohemicum","Symoffboh"
141499,"Symphytum officinale subsp. officinale","Symoffoff"
125364,"Symphytum tuberosum","Symtub"
141502,"Symphytum tuberosum subsp. tuberosum","Symtubtub"
996081,"Symphytum x bicknellii","Symxbic"
996080,"Symphytum x hidcotense","Symxhid"
125369,"Symphytum x uplandicum","Symxupl"
125370,"Symphytum x wettsteinii","Symxwet"
851843,"Synandreae","Synandreae"
433825,"Syntrichia","Syntrichia"
434227,"Syntrichia calcicola","Syncal"
434228,"Syntrichia caninervis","Syncan"
434596,"Syntrichia caninervis var. astrakhanica","Syncanast"
434597,"Syntrichia caninervis var. caninervis","Syncancan"
434598,"Syntrichia caninervis var. gypsophila","Syncangyp"
434230,"Syntrichia fragilis","Synfra"
434232,"Syntrichia handelii","Synhan"
434233,"Syntrichia laevipila","Synlae"
434234,"Syntrichia latifolia","Synlat"
434235,"Syntrichia minor","Synmin"
434236,"Syntrichia montana","Synmon"
434599,"Syntrichia montana var. calva","Synmoncal"
434600,"Syntrichia montana var. montana","Synmonmon"
434237,"Syntrichia norvegica","Synnor"
434238,"Syntrichia papillosa","Synpap"
434239,"Syntrichia papillosissima","Synpap2"
434240,"Syntrichia princeps","Synpri"
434241,"Syntrichia rigescens","Synrig"
435912,"Syntrichia ruraliformis","Synrur"
434242,"Syntrichia ruralis","Synrur2"
904049,"Syntrichia ruralis var. epilosa","Synrurepi"
434602,"Syntrichia ruralis var. ruralis","Synrurrur"
434243,"Syntrichia sinensis","Synsin"
434244,"Syntrichia subpapillosissima","Synsub"
434245,"Syntrichia virescens","Synvir"
198159,"Syringa","Syringa"
125386,"Syringa emodi","Syremo"
125387,"Syringa josikaea","Syrjos"
1019229,"Syringa protolaciniata","Syrpro"
125391,"Syringa vulgaris","Syrvul"
924186,"Syringa x laciniata","Syrxlac"
125392,"Syringa x persica","Syrxper"
656447,"Syzygiella","Syzygiella"
770367,"Syzygiella autumnalis","Syzaut"
652227,"Tabris","Tabris"
652228,"Tabris heimii","Tabhei"
198189,"Taeniatherum","Taeniatherum"
125397,"Taeniatherum caput-medusae","Taecap"
354557,"Taenioma","Taenioma"
370783,"Taenioma nanum","Taenan"
919493,"Tageteae","Tageteae"
198193,"Tagetes","Tagetes"
125401,"Tagetes erecta","Tagere"
125404,"Tagetes minuta","Tagmin"
125405,"Tagetes patula","Tagpat"
717878,"Tagetes tenuifolia","Tagten"
1056618,"Tagetinae","Tagetinae"
606999,"Taiwania","Taiwania"
611360,"Taiwania cryptomerioides","Taicry"
1030412,"Taiwanioideae","Taiwanioideae"
598090,"Talinaceae","Talinaceae"
445906,"Talinum","Talinum"
447459,"Talinum paniculatum","Talpan"
187354,"Tamaricaceae","Tamaricaceae"
198198,"Tamarix","Tamarix"
125412,"Tamarix africana","Tamafr"
125414,"Tamarix arborea","Tamarb"
125418,"Tamarix chinensis","Tamchi"
125426,"Tamarix gallica","Tamgal"
125437,"Tamarix parviflora","Tampar"
125439,"Tamarix ramosissima","Tamram"
1078205,"Tamarix tetragyna","Tamtet"
125444,"Tamarix tetrandra","Tamtet2"
198201,"Tanacetum","Tanacetum"
125456,"Tanacetum audibertii","Tanaud"
125457,"Tanacetum balsamita","Tanbal"
125459,"Tanacetum cinerariifolium","Tancin"
162467,"Tanacetum coccineum","Tancoc"
125460,"Tanacetum corymbosum","Tancor"
125464,"Tanacetum macrophyllum","Tanmac"
125469,"Tanacetum parthenium","Tanpar"
718786,"Tanacetum parthenium var. parthenium","Tanparpar"
621339,"Tanacetum parthenium var. praealtum","Tanparpra"
125474,"Tanacetum vulgare","Tanvul"
198226,"Taraxacum","Taraxacum"
125478,"Taraxacum aberrans","Tarabe"
717578,"Taraxacum acervatulum","Tarace"
125479,"Taraxacum acutangulum","Taracu"
125481,"Taraxacum adamii","Tarada2"
125480,"Taraxacum adamiifolium","Tarada"
717879,"Taraxacum aemulans","Taraem"
125484,"Taraxacum aequilobiforme","Taraeq"
125485,"Taraxacum aeruginiceps","Taraer"
125486,"Taraxacum aestivum","Taraes"
125488,"Taraxacum aginnense","Taragi"
125489,"Taraxacum agrarium","Taragr"
125490,"Taraxacum alacre","Tarala"
125491,"Taraxacum alatum","Tarala2"
125492,"Taraxacum albulense","Taralb"
717579,"Taraxacum alienum","Tarali"
717580,"Taraxacum amansii","Tarama"
125495,"Taraxacum ampelophytum","Taramp"
717581,"Taraxacum ancistrolobum","Taranc"
125499,"Taraxacum anglicum","Tarang"
125500,"Taraxacum angustisquameum","Tarang2"
125502,"Taraxacum aquilonare","Taraqu"
125503,"Taraxacum aquitanum","Taraqu2"
717582,"Taraxacum aragonicum","Tarara"
125505,"Taraxacum argillicola","Tararg"
717583,"Taraxacum atactum","Tarata"
717880,"Taraxacum atrolivaceum","Taratr"
125510,"Taraxacum aurosuloides","Taraur"
125511,"Taraxacum aurosulum","Taraur2"
125512,"Taraxacum austrinum","Taraus"
125514,"Taraxacum autumnale","Taraut"
125515,"Taraxacum autumnaliforme","Taraut2"
717584,"Taraxacum bavaricum","Tarbav"
125519,"Taraxacum besarabicum","Tarbes"
125520,"Taraxacum bifalcatum","Tarbif"
125521,"Taraxacum binilobatum","Tarbin"
717585,"Taraxacum blomgrenii","Tarblo"
717586,"Taraxacum boekmanii","Tarboe"
125524,"Taraxacum brachyglossum","Tarbra"
717587,"Taraxacum brachypodon","Tarbra2"
125526,"Taraxacum bracteatum","Tarbra3"
125527,"Taraxacum braun-blanquetii","Tarbra4"
125528,"Taraxacum brevifloroides","Tarbre"
717588,"Taraxacum cacuminatum","Tarcac"
717589,"Taraxacum caespitosum","Tarcae"
125532,"Taraxacum callosum","Tarcal"
125534,"Taraxacum caloschistoides","Tarcal3"
717591,"Taraxacum caloschistum","Tarcal4"
