"CD_NOM","LB_NOM","TRIGRAMME"
895090,"Oedogonium vaucheri var. vagum","Oedvauvag"
195386,"Oenanthe","Oenanthe"
109861,"Oenanthe aquatica","Oenaqu"
109864,"Oenanthe crocata","Oencro"
109869,"Oenanthe fistulosa","Oenfis"
109870,"Oenanthe fluviatilis","Oenflu"
109871,"Oenanthe foucaudii","Oenfou"
109874,"Oenanthe globulosa","Oenglo"
611072,"Oenanthe javanica","Oenjav"
109881,"Oenanthe lachenalii","Oenlac"
109890,"Oenanthe peucedanifolia","Oenpeu"
109893,"Oenanthe pimpinelloides","Oenpim"
109898,"Oenanthe silaifolia","Oensil"
957830,"Oenantheae","Oenantheae"
195388,"Oenothera","Oenothera"
109907,"Oenothera angustissima","Oenang"
109909,"Oenothera atrovirens","Oenatr"
109911,"Oenothera biennis","Oenbie"
109914,"Oenothera cambrica","Oencam"
611075,"Oenothera deflexa","Oendef"
109920,"Oenothera depressa","Oendep"
109979,"Oenothera drawertii","Oendra"
717333,"Oenothera drummondii","Oendru"
1019284,"Oenothera drummondii subsp. drummondii","Oendrudru"
109922,"Oenothera ersteinensis","Oeners"
109926,"Oenothera glazioviana","Oengla"
109930,"Oenothera indecora","Oenind"
109931,"Oenothera issleri","Oeniss"
109933,"Oenothera laciniata","Oenlac2"
717802,"Oenothera ligerica","Oenlig"
717334,"Oenothera lindheimeri","Oenlin"
109937,"Oenothera longiflora","Oenlon"
1019280,"Oenothera longiflora subsp. longiflora","Oenlonlon"
611076,"Oenothera mollissima","Oenmol"
109942,"Oenothera nuda","Oennud"
109943,"Oenothera oakesiana","Oenoak"
614967,"Oenothera oehlkersii","Oenoeh"
109948,"Oenothera parodiana","Oenpar"
109949,"Oenothera parviflora","Oenpar2"
717335,"Oenothera perennis","Oenper"
109954,"Oenothera pycnocarpa","Oenpyc"
109956,"Oenothera rosea","Oenros"
109958,"Oenothera rubricaulis","Oenrub"
717336,"Oenothera sinuosa","Oensin"
160398,"Oenothera speciosa","Oenspe"
109965,"Oenothera stricta","Oenstr"
1019281,"Oenothera stricta subsp. stricta","Oenstrstr"
109968,"Oenothera stuchii","Oenstu"
109969,"Oenothera suaveolens","Oensua"
109971,"Oenothera subterminalis","Oensub"
1078334,"Oenothera tetragona","Oentet"
717803,"Oenothera velutina","Oenvel"
109974,"Oenothera villosa","Oenvil"
612522,"Oenothera villosa subsp. villosa","Oenvilvil"
109977,"Oenothera x braunii","Oenxbra"
109980,"Oenothera x fallax","Oenxfal"
109982,"Oenothera x heiniana","Oenxhei"
109985,"Oenothera x punctulata","Oenxpun"
109986,"Oenothera x purpurans","Oenxpur"
109988,"Oenothera x wienii","Oenxwie"
959204,"Oeosporangium","Oeosporangium"
959200,"Oeosporangium acrosticum","Oeoacr"
959208,"Oeosporangium guanchicum","Oeogua"
959211,"Oeosporangium hispanicum","Oeohis"
959230,"Oeosporangium pteridioides","Oeopte"
959234,"Oeosporangium tinaei","Oeotin"
959212,"Oeosporangium x ibericum","Oeoxibe"
959214,"Oeosporangium x insulare","Oeoxins"
959216,"Oeosporangium x kochianum","Oeoxkoc"
670394,"Okellya","Okellya"
670592,"Okellya curvata","Okecur"
669758,"Okellyaceae","Okellyaceae"
195394,"Olea","Olea"
110002,"Olea europaea","Oleeur"
159745,"Olea europaea subsp. europaea","Oleeureur"
187391,"Oleaceae","Oleaceae"
195395,"Olearia","Olearia"
110017,"Olearia paniculata","Olepan"
110020,"Olearia solandri","Olesol"
110021,"Olearia traversiorum","Oletra"
110022,"Olearia virgata","Olevir"
110023,"Olearia x haastii","Olexhaa"
110024,"Olearia x scillionensis","Olexsci"
898142,"Oleeae","Oleeae"
898143,"Oleinae","Oleinae"
786295,"Oleolophozia","Oleolophozia"
786453,"Oleolophozia perssonii","Oleper"
195405,"Oligotrichum","Oligotrichum"
3856,"Oligotrichum hercynicum","Oliher"
1009612,"Olokunia","Olokunia"
1009613,"Olokunia atropurpurea","Oloatr"
1009611,"Olokunia immersa","Oloimm"
715575,"Oloptum","Oloptum"
717338,"Oloptum miliaceum","Olomil"
544609,"Oltmannsiellopsidaceae","Oltmannsiellopsidaceae"
543178,"Oltmannsiellopsidales","Olt"
195416,"Omalotheca","Omalotheca"
110061,"Omalotheca hoppeana","Omahop"
110062,"Omalotheca norvegica","Omanor"
110063,"Omalotheca supina","Omasup"
110064,"Omalotheca sylvatica","Omasyl"
110065,"Omalotheca x traunsteineri","Omaxtra"
1025498,"Omphalodeae","Omphalodeae"
948694,"Omphalodes","Omphalodes"
110072,"Omphalodes verna","Ompver"
187367,"Onagraceae","Onagraceae"
921229,"Onagreae","Onagreae"
921222,"Onagroideae","Onagroideae"
195437,"Oncophorus","Oncophorus"
886248,"Oncophorus integerrimus","Oncint"
4775,"Oncophorus virens","Oncvir"
606954,"Oncostema","Oncostema"
717339,"Oncostema elongata","Oncelo"
161776,"Oncostema peruviana","Oncper"
939386,"Onobrychis","Onobrychis"
110103,"Onobrychis aequidentata","Onoaeq"
110108,"Onobrychis arenaria","Onoare2"
138166,"Onobrychis arenaria subsp. arenaria","Onoareare"
159746,"Onobrychis argentea","Onoarg"
110110,"Onobrychis caput-galli","Onocap"
110114,"Onobrychis crista-galli","Onocri"
110124,"Onobrychis montana","Onomon"
110126,"Onobrychis pyrenaica","Onopyr"
110129,"Onobrychis saxatilis","Onosax"
110134,"Onobrychis supina","Onosup"
110139,"Onobrychis viciifolia","Onovic"
110142,"Onobrychis x versurarum","Onoxver"
195450,"Onoclea","Onoclea"
110147,"Onoclea sensibilis","Onosen"
788750,"Onocleaceae","Onocleaceae"
195452,"Ononis","Ononis"
110153,"Ononis alopecuroides","Onoalo"
138177,"Ononis alopecuroides subsp. alopecuroides","Onoaloalo"
138178,"Ononis alopecuroides subsp. exalopecuroides","Onoaloexa"
110162,"Ononis aragonensis","Onoara"
110165,"Ononis arvensis","Onoarv"
788964,"Ononis arvensis subsp. arvensis","Onoarvarv"
110171,"Ononis breviflora","Onobre"
110181,"Ononis cristata","Onocri2"
110185,"Ononis diffusa","Onodif"
110190,"Ononis fruticosa","Onofru"
110205,"Ononis minutissima","Onomin"
110207,"Ononis mitissima","Onomit"
110211,"Ononis natrix","Ononat"
138189,"Ononis natrix subsp. natrix","Ononatnat"
110212,"Ononis ornithopodioides","Onoorn"
110218,"Ononis pubescens","Onopub"
110221,"Ononis pusilla","Onopus"
923255,"Ononis pusilla subsp. pusilla","Onopuspus"
110225,"Ononis ramosissima","Onoram"
110226,"Ononis reclinata","Onorec"
110230,"Ononis rotundifolia","Onorot"
110236,"Ononis spinosa","Onospi"
612524,"Ononis spinosa nothosubsp. pseudohircina","Onospipse"
138206,"Ononis spinosa subsp. antiquorum","Onospiant"
138212,"Ononis spinosa subsp. procurrens","Onospipro"
138213,"Ononis spinosa subsp. spinosa","Onospispi"
110237,"Ononis striata","Onostr"
110239,"Ononis variegata","Onovar"
110241,"Ononis viscosa","Onovis"
138215,"Ononis viscosa subsp. viscosa","Onovisvis"
919510,"Onopordinae","Onopordinae"
195453,"Onopordum","Onopordum"
110244,"Onopordum acanthium","Onoaca"
810896,"Onopordum acanthium x Onopordum eriocephalum","OnoacaxOnoeri"
110246,"Onopordum acaulon","Onoaca2"
110249,"Onopordum corymbosum","Onocor"
110253,"Onopordum eriocephalum","Onoeri"
110259,"Onopordum horridum","Onohor"
717804,"Onopordum horridum x Onopordum illyricum","OnohorxOnoill"
110260,"Onopordum illyricum","Onoill"
138230,"Onopordum illyricum subsp. illyricum","Onoillill"
110268,"Onopordum tauricum","Onotau"
110278,"Onopordum x brevicaule","Onoxbre"
110279,"Onopordum x dumoulinii","Onoxdum"
110280,"Onopordum x godronii","Onoxgod"
999206,"Onopordum x teddianum","Onoxted"
195454,"Onosma","Onosma"
110290,"Onosma arenaria","Onoare"
138235,"Onosma arenaria subsp. pyramidata","Onoarepyr"
110294,"Onosma helvetica","Onohel"
110296,"Onosma pseudoarenaria","Onopse"
138241,"Onosma pseudoarenaria subsp. delphinensis","Onopsedel"
110298,"Onosma tricerosperma","Onotri"
718254,"Onosma tricerosperma subsp. atlantica","Onotriatl"
138244,"Onosma tricerosperma subsp. fastigiata","Onotrifas"
997898,"Onosma tricerosperma subsp. pyrenaica","Onotripyr"
653298,"Onychonema","Onychonema"
653297,"Onychonema filiforme","Onyfil"
651089,"Oocardium","Oocardium"
651090,"Oocardium stratum","Oocstr"
522066,"Oocystaceae","Oocystaceae"
830358,"Oocystales","Ooc"
195462,"Oocystis","Oocystis"
74391,"Oocystis lacustris","Ooclac"
653628,"Oocystis marssonii","Oocmar"
653629,"Oocystis naegelii","Oocnae"
933094,"Oocystis rhomboidea","Oocrho"
653632,"Oonephris obesa","Oonobe"
987291,"Ophidocladeae","Ophidocladeae"
354590,"Ophidocladus","Ophidocladus"
370847,"Ophidocladus simpliciusculus","Ophsim"
187182,"Ophioglossaceae","Ophioglossaceae"
187181,"Ophioglossales","OphLin"
597587,"Ophioglossidae","OphKli"
846407,"Ophioglossoideae","Ophioglossoideae"
195485,"Ophioglossum","Ophioglossum"
110306,"Ophioglossum azoricum","Ophazo"
110307,"Ophioglossum lusitanicum","Ophlus"
110313,"Ophioglossum vulgatum","Ophvul"
1046386,"Ophioglossum vulgatum subsp. vulgatum","Ophvulvul"
958525,"Ophioglossum x pseudoazoricum","Ophxpse5"
195489,"Ophiopogon","Ophiopogon"
447838,"Ophiopogon japonicus","Ophjap"
159750,"Ophiopogon planiscapus","Ophpla"
613883,"Ophiopogon planiscapus 'Nigrescens'","Ophpla2"
913682,"Ophiopogoneae","Ophiopogoneae"
195496,"Ophrys","Ophrys"
110325,"Ophrys aegirtica","Ophaeg"
110331,"Ophrys annae","Ophann"
610967,"Ophrys annae x Ophrys conradiae","OphannxOphcon"
110335,"Ophrys apifera","Ophapi"
610969,"Ophrys apifera x Ophrys bertolonii","OphapixOphber"
610978,"Ophrys apifera x Ophrys conradiae","OphapixOphcon"
610971,"Ophrys apifera x Ophrys provincialis","OphapixOphpro"
610970,"Ophrys apifera x Ophrys saratoi","OphapixOphsar"
110345,"Ophrys aranifera","Ophara"
162331,"Ophrys aranifera subsp. aranifera","Opharaara"
621126,"Ophrys aranifera subsp. massiliensis","Opharamas"
1053121,"Ophrys aranifera subsp. panormitana","Opharapan"
610933,"Ophrys aranifera x Ophrys bertolonii","OpharaxOphber"
717806,"Ophrys aranifera x Ophrys catalaunica","OpharaxOphcat"
610938,"Ophrys aranifera x Ophrys fusca","OpharaxOphfus"
717807,"Ophrys aranifera x Ophrys tenthredinifera subsp. ficalhoana","OpharaxOphten"
110346,"Ophrys argensonensis","Opharg"
110354,"Ophrys aveyronensis","Ophave"
717808,"Ophrys aveyronensis x Ophrys exaltata","OphavexOphexa"
717809,"Ophrys aveyronensis x Ophrys tenthredinifera subsp. ficalhoana","OphavexOphten"
610979,"Ophrys aveyronensis x Ophrys virescens","OphavexOphvir"
110356,"Ophrys aymoninii","Ophaym"
610935,"Ophrys aymoninii x Ophrys passionis","OphaymxOphpas"
610934,"Ophrys aymoninii x Ophrys scolopax","OphaymxOphsco"
110357,"Ophrys bertolonii","Ophber"
612526,"Ophrys bertolonii subsp. bertolonii","Ophberber"
610918,"Ophrys bertolonii x Ophrys passionis","OphberxOphpas"
610937,"Ophrys bertolonii x Ophrys provincialis","OphberxOphpro"
110362,"Ophrys bombyliflora","Ophbom"
1052978,"Ophrys bombyliflora var. bombyliflora","Ophbombom"
717810,"Ophrys bombyliflora x Ophrys eleonorae","OphbomxOphele"
610931,"Ophrys bombyliflora x Ophrys fusca","OphbomxOphfus"
717811,"Ophrys bombyliflora x Ophrys scolopax","OphbomxOphsco"
610973,"Ophrys bombyliflora x Ophrys virescens","OphbomxOphvir"
968606,"Ophrys castellana","Ophcas"
110368,"Ophrys catalaunica","Ophcat"
717812,"Ophrys catalaunica x Ophrys passionis","OphcatxOphpas"
717813,"Ophrys catalaunica x Ophrys scolopax","OphcatxOphsco"
110372,"Ophrys conradiae","Ophcon"
521635,"Ophrys corbariensis","Ophcor"
110376,"Ophrys crabronifera","Ophcra"
110385,"Ophrys exaltata","Ophexa"
610960,"Ophrys exaltata x Ophrys funerea","OphexaxOphfun"
610972,"Ophrys exaltata x Ophrys holosericea","OphexaxOphhol"
717814,"Ophrys exaltata x Ophrys passionis","OphexaxOphpas"
610962,"Ophrys exaltata x Ophrys speculum","OphexaxOphspe"
110394,"Ophrys funerea","Ophfun"
610948,"Ophrys funerea x Ophrys fusca","OphfunxOphfus"
717346,"Ophrys funerea x Ophrys scolopax","OphfunxOphsco"
110395,"Ophrys fusca","Ophfus"
1052869,"Ophrys fusca subsp. forestieri","Ophfusfor"
610928,"Ophrys fusca x Ophrys aranifera subsp. praecox","OphfusxOphara"
610927,"Ophrys fusca x Ophrys passionis","OphfusxOphpas"
610983,"Ophrys fusca x Ophrys virescens","OphfusxOphvir"
110405,"Ophrys holosericea","Ophhol"
1053575,"Ophrys holosericea subsp. druentica","Ophholdru"
950320,"Ophrys holosericea subsp. elatior","Ophholela"
719274,"Ophrys holosericea subsp. gresivaudanica","Ophholgre"
161544,"Ophrys holosericea subsp. holosericea","Ophholhol"
610922,"Ophrys holosericea x Ophrys incubacea","OphholxOphinc"
610921,"Ophrys holosericea x Ophrys passionis","OphholxOphpas"
610920,"Ophrys holosericea x Ophrys scolopax","OphholxOphsco"
610981,"Ophrys holosericea x Ophrys virescens","OphholxOphvir"
110409,"Ophrys incubacea","Ophinc"
610966,"Ophrys incubacea x Ophrys aranifera subsp. praecox","OphincxOphara"
610957,"Ophrys incubacea x Ophrys provincialis","OphincxOphpro"
610946,"Ophrys incubacea x Ophrys saratoi","OphincxOphsar"
110410,"Ophrys insectifera","Ophins"
717815,"Ophrys insectifera x Ophrys subinsectifera","OphinsxOphsub"
110413,"Ophrys iricolor","Ophiri"
1052868,"Ophrys iricolor subsp. eleonorae","Ophiriele"
717816,"Ophrys lupercalis x Ophrys aranifera subsp. massiliensis","OphlupxOphara"
717817,"Ophrys lupercalis x Ophrys lutea","OphlupxOphlut"
717818,"Ophrys lupercalis x Ophrys tenthredinifera","OphlupxOphten"
110425,"Ophrys lutea","Ophlut"
138315,"Ophrys lutea subsp. lutea","Ophlutlut"
612531,"Ophrys lutea subsp. phryganae","Ophlutphr"
717819,"Ophrys lutea x Ophrys marmorata","OphlutxOphmar"
610942,"Ophrys lutea x Ophrys provincialis","OphlutxOphpro"
610940,"Ophrys magniflora x Ophrys passionis","OphmagxOphpas"
110432,"Ophrys morisii","Ophmor"
717820,"Ophrys morisii x Ophrys incubacea","OphmorxOphinc"
717821,"Ophrys occidentalis x Ophrys lupercalis","OphoccxOphlup"
717822,"Ophrys occidentalis x Ophrys lutea","OphoccxOphlut"
717823,"Ophrys occidentalis x Ophrys scolopax","OphoccxOphsco"
717824,"Ophrys occidentalis x Ophrys speculum","OphoccxOphspe"
717825,"Ophrys occidentalis x Ophrys tenthredinifera","OphoccxOphten"
110445,"Ophrys passionis","Ophpas"
610930,"Ophrys passionis x Ophrys speculum","OphpasxOphspe"
717826,"Ophrys passionis x Ophrys vasconica","OphpasxOphvas"
608749,"Ophrys philippi","Ophphi"
110450,"Ophrys picta","Ophpic"
110452,"Ophrys provincialis","Ophpro"
610961,"Ophrys provincialis x Ophrys scolopax","OphproxOphsco"
1045973,"Ophrys querciphila","Ophque"
110704,"Ophrys saratoi","Ophsar"
610950,"Ophrys saratoi x Ophrys scolopax subsp. vetula","OphsarxOphsco"
110468,"Ophrys scolopax","Ophsco"
138327,"Ophrys scolopax subsp. scolopax","Ophscosco"
1053574,"Ophrys scolopax subsp. vetula","Ophscovet"
717827,"Ophrys scolopax x Ophrys tenthredinifera subsp. ficalhoana","OphscoxOphten"
110473,"Ophrys speculum","Ophspe"
1052965,"Ophrys speculum subsp. speculum","Ophspespe"
610925,"Ophrys speculum x Ophrys aranifera subsp. praecox","OphspexOphara"
610924,"Ophrys speculum x Ophrys provincialis","OphspexOphpro"
110479,"Ophrys splendida","Ophspl"
110712,"Ophrys subfusca","Ophsub"
717341,"Ophrys subinsectifera","Ophsub2"
110483,"Ophrys tenthredinifera","Ophten"
718261,"Ophrys tenthredinifera subsp. ficalhoana","Ophtenfic"
138350,"Ophrys tenthredinifera subsp. neglecta","Ophtenneg"
138352,"Ophrys tenthredinifera subsp. tenthredinifera","Ophtenten"
110491,"Ophrys vasconica","Ophvas"
610963,"Ophrys virescens","Ophvir"
610977,"Ophrys virescens x Ophrys provincialis","OphvirxOphpro"
610968,"Ophrys virescens x Ophrys sulcata","OphvirxOphsul"
110498,"Ophrys x albertiana","Ophxalb"
717342,"Ophrys x alejandrei","Ophxale"
110499,"Ophrys x ambrosii","Ophxamb"
110500,"Ophrys x apicula","Ophxapi"
610941,"Ophrys x barauensis","Ophxbar"
610980,"Ophrys x barbaricina","Ophxbar2"
110507,"Ophrys x bastiani","Ophxbas"
110509,"Ophrys x bergonii","Ophxber"
110510,"Ophrys x bernardii","Ophxber2"
110516,"Ophrys x broeckii","Ophxbro"
110518,"Ophrys x carqueirannensis","Ophxcar"
110519,"Ophrys x cascalesii","Ophxcas"
717343,"Ophrys x castroviejoi","Ophxcas2"
110520,"Ophrys x cataldii","Ophxcat"
717344,"Ophrys x celani","Ophxcel"
110522,"Ophrys x chiesesica","Ophxchi"
110524,"Ophrys x chobautii","Ophxcho"
110525,"Ophrys x circaea","Ophxcir"
110526,"Ophrys x clapensis","Ophxcla"
788818,"Ophrys x colin-tocainae","Ophxcol"
110528,"Ophrys x corinthiaca","Ophxcor"
110529,"Ophrys x cortesii","Ophxcor2"
610959,"Ophrys x corvey-bironii","Ophxcor3"
110530,"Ophrys x cosana","Ophxcos"
110531,"Ophrys x costei","Ophxcos2"
110532,"Ophrys x cranbrookiana","Ophxcra"
110535,"Ophrys x daneschianum","Ophxdan"
717345,"Ophrys x daunia","Ophxdau"
110537,"Ophrys x devenensis","Ophxdev"
110538,"Ophrys x domitia","Ophxdom"
110539,"Ophrys x domus-maria","Ophxdom2"
110540,"Ophrys x duvigneaudiana","Ophxduv"
110541,"Ophrys x eliasii","Ophxeli"
110544,"Ophrys x epeirophora","Ophxepe"
110545,"Ophrys x estacensis","Ophxest"
110546,"Ophrys x etrusca","Ophxetr"
717805,"Ophrys x ezcaraiensis","Ophxezc"
110547,"Ophrys x fabrei","Ophxfab"
608164,"Ophrys x fayencensis","Ophxfay"
110551,"Ophrys x fernandii","Ophxfer"
110552,"Ophrys x ferruginea","Ophxfer2"
110553,"Ophrys x flahaultii","Ophxfla"
110555,"Ophrys x fonsaudiensis","Ophxfon"
110557,"Ophrys x gauthieri","Ophxgau"
110559,"Ophrys x glanensis","Ophxgla"
110560,"Ophrys x godferyana","Ophxgod"
110562,"Ophrys x grampinii","Ophxgra"
110563,"Ophrys x grinincensis","Ophxgri"
110564,"Ophrys x heraultii","Ophxher"
110565,"Ophrys x hermosillae","Ophxher2"
110566,"Ophrys x hoeppneri","Ophxhoe"
110626,"Ophrys x hybrida","Ophxhyb"
110628,"Ophrys x insidiosa","Ophxins"
110632,"Ophrys x jacquetii","Ophxjac"
110633,"Ophrys x jarigei","Ophxjar"
110634,"Ophrys x jeanpertii","Ophxjea"
788819,"Ophrys x jegouae","Ophxjeg"
110636,"Ophrys x kelleri","Ophxkel"
110638,"Ophrys x kohlmuellerorum","Ophxkoh"
110640,"Ophrys x laconensis","Ophxlac"
610939,"Ophrys x lebeaultii","Ophxleb"
110641,"Ophrys x leguerrierae","Ophxleg"
110644,"Ophrys x lievreae","Ophxlie"
110645,"Ophrys x llenasii","Ophxlle"
717347,"Ophrys x lorenzii","Ophxlor"
110647,"Ophrys x luizetii","Ophxlui"
110649,"Ophrys x lyrata","Ophxlyr"
110650,"Ophrys x macchiatii","Ophxmac"
788889,"Ophrys x maelleae","Ophxmae"
110651,"Ophrys x maladroxiensis","Ophxmal"
110655,"Ophrys x maremmae","Ophxmar"
717348,"Ophrys x maurensis","Ophxmau"
110656,"Ophrys x minuticauda","Ophxmin"
610944,"Ophrys x mirandana","Ophxmir"
110661,"Ophrys x nelsonii","Ophxnel"
110662,"Ophrys x neocamusiae","Ophxneo"
110664,"Ophrys x neoruppertii","Ophxneo2"
110665,"Ophrys x neowalteri","Ophxneo3"
110666,"Ophrys x nouletii","Ophxnou"
110667,"Ophrys x obscura","Ophxobs"
110668,"Ophrys x olbiensis","Ophxolb"
110674,"Ophrys x panattensis","Ophxpan"
110675,"Ophrys x pantaliciensis","Ophxpan2"
110678,"Ophrys x peltieri","Ophxpel"
110679,"Ophrys x perrinii","Ophxper"
110680,"Ophrys x personei","Ophxper2"
138359,"Ophrys x personei nothosubsp. bourlieri","Ophxper3"
138360,"Ophrys x personei nothosubsp. personei","Ophxper4"
110684,"Ophrys x pietzschii","Ophxpie"
110685,"Ophrys x piscinica","Ophxpis"
610919,"Ophrys x pourteiniae","Ophxpou"
717349,"Ophrys x proxima","Ophxpro"
110688,"Ophrys x pseudoapifera","Ophxpse"
110690,"Ophrys x pseudofusca","Ophxpse2"
110455,"Ophrys x pseudospeculum","Ophxpse3"
1052726,"Ophrys x pseudospeculum nothosubsp. pseudospeculum","Ophxpse4"
110692,"Ophrys x quadriloba","Ophxqua"
110693,"Ophrys x ragusana","Ophxrag"
110694,"Ophrys x raimbaultii","Ophxrai"
110695,"Ophrys x rainei","Ophxrai2"
110698,"Ophrys x royanensis","Ophxroy"
110700,"Ophrys x samuelii","Ophxsam"
110701,"Ophrys x sanconoensis","Ophxsan"
717350,"Ophrys x sanctae-sofiae","Ophxsan2"
110702,"Ophrys x sancticyrensis","Ophxsan3"
110705,"Ophrys x semibombyliflora","Ophxsem"
610956,"Ophrys x socae","Ophxsoc"
110706,"Ophrys x sommieri","Ophxsom"
610953,"Ophrys x souliei","Ophxsou"
110709,"Ophrys x spanui","Ophxspa"
717351,"Ophrys x surdi","Ophxsur"
110714,"Ophrys x tavignanensis","Ophxtav"
110715,"Ophrys x todaroana","Ophxtod"
717352,"Ophrys x turiana","Ophxtur"
110718,"Ophrys x tytecana","Ophxtyt"
110720,"Ophrys x vicina","Ophxvic"
195499,"Oplismenus","Oplismenus"
446689,"Oplismenus compositus","Oplcom"
110732,"Oplismenus undulatifolius","Oplund"
195503,"Opopanax","Opopanax"
110735,"Opopanax chironius","Opochi"
195505,"Opuntia","Opuntia"
110754,"Opuntia crassa","Opucra"
610571,"Opuntia dillenii","Opudil"
446800,"Opuntia elatior","Opuela"
610564,"Opuntia engelmannii","Opueng"
968654,"Opuntia engelmannii var. engelmannii","Opuengeng"
968629,"Opuntia engelmannii var. lindheimeri","Opuenglin"
968657,"Opuntia engelmannii var. linguiformis","Opuenglin2"
110758,"Opuntia ficus-indica","Opufic"
110762,"Opuntia humifusa","Opuhum"
996904,"Opuntia humifusa x Opuntia macrorhiza","OpuhumxOpumac"
610570,"Opuntia leucotricha","Opuleu"
610572,"Opuntia macracantha","Opumac"
610563,"Opuntia macrorhiza","Opumac2"
110771,"Opuntia mesacantha","Opumes"
968704,"Opuntia mesacantha subsp. mesacantha","Opumesmes"
160541,"Opuntia microdasys","Opumic"
110772,"Opuntia monacantha","Opumon"
610565,"Opuntia phaeacantha","Opupha"
610566,"Opuntia pilifera","Opupil"
968707,"Opuntia puberula","Opupub"
610562,"Opuntia robusta","Opurob"
610567,"Opuntia scheeri","Opusch"
110781,"Opuntia stricta","Opustr"
455828,"Opuntia tomentosa","Oputom"
883767,"Opuntioideae","Opuntioideae"
606955,"Orbea","Orbea"
610576,"Orbea variegata","Orbvar"
187494,"Orchidaceae","Orchidaceae"
839849,"Orchideae","Orchideae"
1052534,"Orchidinae","Orchidinae"
839829,"Orchidoideae","Orchidoideae"
195513,"Orchis","Orchis"
110801,"Orchis anthropophora","Orcant"
160951,"Orchis brancifortii","Orcbra"
110894,"Orchis langei","Orclan"
610991,"Orchis langei x Orchis mascula","OrclanxOrcmas"
110914,"Orchis mascula","Orcmas"
138392,"Orchis mascula subsp. mascula","Orcmasmas"
138396,"Orchis mascula subsp. speciosa","Orcmasspe"
110920,"Orchis militaris","Orcmil"
1054546,"Orchis militaris subsp. militaris","Orcmilmil"
110942,"Orchis olbiensis","Orcolb"
610990,"Orchis olbiensis x Orchis provincialis","OrcolbxOrcpro"
110945,"Orchis pallens","Orcpal"
110953,"Orchis pauciflora","Orcpau"
110961,"Orchis provincialis","Orcpro"
110966,"Orchis purpurea","Orcpur"
1054550,"Orchis purpurea subsp. purpurea","Orcpurpur"
110987,"Orchis simia","Orcsim"
1054534,"Orchis simia subsp. simia","Orcsimsim"
110994,"Orchis spitzelii","Orcspi"
138421,"Orchis spitzelii subsp. spitzelii","Orcspispi"
111026,"Orchis x amsittenii","Orcxams"
986475,"Orchis x angusticruris","Orcxang"
111031,"Orchis x arunca","Orcxaru"
111038,"Orchis x bergonii","Orcxber"
111039,"Orchis x beyrichii","Orcxbey"
608862,"Orchis x bispuria","Orcxbis"
610984,"Orchis x elsarocchiae","Orcxels"
111124,"Orchis x hybrida","Orcxhyb"
111136,"Orchis x klopfensteiniae","Orcxklo"
111146,"Orchis x loreziana","Orcxlor"
111153,"Orchis x meilsheimeri","Orcxmei"
610987,"Orchis x navarrensis","Orcxnav"
162157,"Orchis x orphanidesii","Orcxorp"
717354,"Orchis x palanchonii","Orcxpal"
111171,"Orchis x penzigiana","Orcxpen"
610985,"Orchis x plessidiaca","Orcxple"
111200,"Orchis x serraniana","Orcxser"
111203,"Orchis x spuria","Orcxspu"
111213,"Orchis x tingitania","Orcxtin"
111224,"Orchis x wilmsii","Orcxwil"
195521,"Oreochloa","Oreochloa"
111233,"Oreochloa disticha","Oredis"
138434,"Oreochloa disticha subsp. blanka","Oredisbla"
718384,"Oreochloa disticha subsp. disticha","Oredisdis"
111236,"Oreochloa seslerioides","Oreses"
1051126,"Oreojuncus","Oreojuncus"
1051137,"Oreojuncus trifidus","Oretri"
1019752,"Oreomecon","Oreomecon"
1019753,"Oreomecon alpina","Orealp"
1019754,"Oreomecon alpina subsp. alpina","Orealpalp"
1019755,"Oreomecon alpina subsp. suaveolens","Orealpsua"
1020127,"Oreomecon crocea","Orecro"
1077425,"Oreophytoneae","Oreophytoneae"
195523,"Oreopteris","Oreopteris"
111239,"Oreopteris limbosperma","Orelim"
195524,"Oreoselinum","Oreoselinum"
111250,"Oreoselinum nigrum","Orenig"
195527,"Origanum","Origanum"
160473,"Origanum dictamnus","Oridic"
1019590,"Origanum laevigatum","Orilae"
111272,"Origanum majorana","Orimaj"
610992,"Origanum onites","Orioni"
111289,"Origanum vulgare","Orivul"
138443,"Origanum vulgare subsp. viridulum","Orivulvir"
138444,"Origanum vulgare subsp. vulgare","Orivulvul"
888812,"Orininae","Orininae"
195532,"Orlaya","Orlaya"
111297,"Orlaya grandiflora","Orlgra"
111301,"Orlaya platycarpos","Orlpla"
913651,"Ornithogaleae","Ornithogaleae"
195535,"Ornithogalum","Ornithogalum"
111334,"Ornithogalum divergens","Orndiv"
159762,"Ornithogalum exscapum","Ornexs"
154917,"Ornithogalum exscapum subsp. sandalioticum","Ornexssan"
620057,"Ornithogalum kochii","Ornkoc"
1049511,"Ornithogalum kochii subsp. monticola","Ornkocmon"
717355,"Ornithogalum orthophyllum","Ornort"
111391,"Ornithogalum umbellatum","Ornumb"
195539,"Ornithopus","Ornithopus"
111406,"Ornithopus compressus","Orncom"
111419,"Ornithopus perpusillus","Ornper"
111420,"Ornithopus pinnatus","Ornpin"
111424,"Ornithopus sativus","Ornsat"
138455,"Ornithopus sativus subsp. sativus","Ornsatsat"
111429,"Ornithopus x bardiei","Ornxbar"
111430,"Ornithopus x huelsenii","Ornxhue"
111431,"Ornithopus x martinii","Ornxmar"
