"CD_REF";"LB_NOM";"NOM_VERN";"FAMILLE";"GF"
656609;"Dicnemon seriatum";"";"Dicranaceae";"A"
656610;"Dicnemon spathoideum";"";"Dicranaceae";"A"
656611;"Dicnemon subpiliferum";"";"Dicranaceae";"A"
656612;"Dicranoloma angustatum";"";"Dicranaceae";"A"
820096;"Dicranoloma borbonicum";"";"Dicranaceae";"A"
656616;"Dicranoloma calycinum";"";"Dicranaceae";"A"
656617;"Dicranoloma confusum";"";"Dicranaceae";"A"
656618;"Dicranoloma deplanchei";"";"Dicranaceae";"A"
656619;"Dicranoloma dicarpoides";"";"Dicranaceae";"A"
948964;"Dicranoloma francii";"";"Dicranaceae";"A"
656624;"Dicranoloma microcarpum";"";"Dicranaceae";"A"
656626;"Dicranoloma perlongifolium";"";"Dicranaceae";"A"
657512;"Dicranoloma perviride";"";"Dicranaceae";"A"
657553;"Dicranoloma perviride var. perviride";"";"Dicranaceae";"A"
657552;"Dicranoloma perviride var. abbreviatum";"";"Dicranaceae";"A"
656627;"Dicranoloma platyloma";"";"Dicranaceae";"A"
820100;"Dicranum borbonicum";"";"Dicranaceae";"A"
656628;"Dicranum dubium";"";"Dicranaceae";"A"
656365;"Holomitrium";"";"Dicranaceae";"P"
912406;"Holomitrium arboreum";"";"Dicranaceae";"P"
952108;"Holomitrium francii";"";"Dicranaceae";"A"
656732;"Holomitrium mucronatum";"";"Dicranaceae";"A"
912408;"Holomitrium olfersianum";"";"Dicranaceae";"P"
656734;"Holomitrium pervaginatum";"";"Dicranaceae";"A"
656736;"Holomitrium subperichaetiale";"";"Dicranaceae";"A"
657561;"Holomitrium vaginatum var. brevifolium";"";"Dicranaceae";"A"
952767;"Leptotrichella austroexigua";"";"Dicranaceae";"A"
952771;"Leptotrichella glauca";"";"Dicranaceae";"A"
952962;"Leptotrichella glauca var. glauca";"";"Dicranaceae";"A"
952968;"Leptotrichella glauca var. minor";"";"Dicranaceae";"A"
823578;"Leptotrichella lutaria";"";"Dicranaceae";"A"
952982;"Leptotrichella tenuisetula";"";"Dicranaceae";"A"
656380;"Leucoloma";"";"Dicranaceae";"P"
726781;"Leucoloma cruegerianum";"";"Dicranaceae";"P"
656774;"Leucoloma kanakense";"";"Dicranaceae";"A"
823592;"Leucoloma mafatense";"";"Dicranaceae";"A"
726782;"Leucoloma mariei";"";"Dicranaceae";"P"
823594;"Leucoloma onraedtii";"";"Dicranaceae";"A"
726783;"Leucoloma serrulatum";"";"Dicranaceae";"P"
823599;"Leucoloma subcespitulans";"";"Dicranaceae";"A"
726784;"Leucoloma tortellum";"";"Dicranaceae";"P"
656409;"Parisia";"";"Dicranaceae";"A"
656847;"Parisia ciliata";"";"Dicranaceae";"A"
656848;"Parisia laevipila";"";"Dicranaceae";"A"
789906;"Parisia neocaledonica";"";"Dicranaceae";"A"
968956;"Dicranellaceae";"";"Dicranellaceae";"P"
191731;"Dicranella";"";"Dicranellaceae";"P"
955113;"Dicranella borbonica var. borbonica";"";"Dicranellaceae";"A"
820088;"Dicranella cratericola";"";"Dicranellaceae";"A"
820090;"Dicranella flavipes";"";"Dicranellaceae";"A"
726659;"Dicranella hilariana";"";"Dicranellaceae";"P"
656641;"Ditrichum francii";"";"Ditrichaceae";"A"
656642;"Ditrichum pancheri";"";"Ditrichaceae";"A"
188340;"Fissidentaceae";"";"Fissidentaceae";"P"
192576;"Fissidens";"";"Fissidentaceae";"P"
835875;"Fissidens ah-pengae";"";"Fissidentaceae";"A"
912324;"Fissidens allionii";"";"Fissidentaceae";"P"
656672;"Fissidens angustifolius";"";"Fissidentaceae";"P"
823503;"Fissidens artsii";"";"Fissidentaceae";"A"
656675;"Fissidens cagoui";"";"Fissidentaceae";"A"
656678;"Fissidens compienei";"";"Fissidentaceae";"A"
656679;"Fissidens consociatus";"";"Fissidentaceae";"A"
912325;"Fissidens dendrophilus";"";"Fissidentaceae";"P"
656683;"Fissidens elegans";"";"Fissidentaceae";"P"
656685;"Fissidens flaccidus";"";"Fissidentaceae";"P"
726683;"Fissidens guianensis";"";"Fissidentaceae";"P"
726684;"Fissidens guianensis var. guianensis";"";"Fissidentaceae";"P"
726685;"Fissidens hornschuchii";"";"Fissidentaceae";"P"
726686;"Fissidens inaequalis";"";"Fissidentaceae";"P"
726689;"Fissidens intramarginatus";"";"Fissidentaceae";"P"
726690;"Fissidens lagenarius";"";"Fissidentaceae";"P"
726691;"Fissidens lagenarius var. lagenarius";"";"Fissidentaceae";"P"
726693;"Fissidens lagenarius var. muriculatus";"";"Fissidentaceae";"P"
912327;"Fissidens leptophyllus";"";"Fissidentaceae";"P"
912328;"Fissidens neglectus";"";"Fissidentaceae";"P"
657515;"Fissidens oblongifolius";"";"Fissidentaceae";"P"
912369;"Fissidens obtusissimus";"";"Fissidentaceae";"P"
726695;"Fissidens ornatus";"";"Fissidentaceae";"P"
656694;"Fissidens pallidinervis";"";"Fissidentaceae";"P"
726697;"Fissidens palmatus";"";"Fissidentaceae";"P"
656696;"Fissidens pellucidus";"";"Fissidentaceae";"P"
726698;"Fissidens pellucidus var. pellucidus";"";"Fissidentaceae";"P"
912376;"Fissidens prionodes";"";"Fissidentaceae";"P"
835885;"Fissidens pseudoplumosus subsp. pseudoplumosus";"";"Fissidentaceae";"A"
726700;"Fissidens radicans";"";"Fissidentaceae";"P"
912384;"Fissidens scariosus";"";"Fissidentaceae";"P"
726707;"Fissidens submarginatus";"";"Fissidentaceae";"P"
912385;"Fissidens subramicola";"";"Fissidentaceae";"P"
726710;"Fissidens weirii";"";"Fissidentaceae";"P"
656706;"Fissidens zollingeri";"";"Fissidentaceae";"P"
886726;"Hymenoloma dryptodontoides";"";"Hymenolomataceae";"A"
959176;"Hymenoloma immersum";"";"Hymenolomataceae";"A"
959326;"Hymenoloma insulare";"";"Hymenolomataceae";"A"
959171;"Hymenoloma tortifolium";"";"Hymenolomataceae";"A"
188345;"Leucobryaceae";"";"Leucobryaceae";"P"
656531;"Atractylocarpus neocaledonicus";"";"Leucobryaceae";"A"
190289;"Campylopus";"";"Leucobryaceae";"P"
912389;"Campylopus angustiretis";"";"Leucobryaceae";"P"
726619;"Campylopus arctocarpus";"";"Leucobryaceae";"P"
912393;"Campylopus cubensis";"";"Leucobryaceae";"P"
912394;"Campylopus dichrostis";"";"Leucobryaceae";"P"
912395;"Campylopus lamellinervis";"";"Leucobryaceae";"P"
912397;"Campylopus lamellinervis var. exaltatus";"";"Leucobryaceae";"P"
912400;"Campylopus savannarum";"";"Leucobryaceae";"P"
656586;"Campylopus serrifolius";"";"Leucobryaceae";"A"
912403;"Campylopus surinamensis";"";"Leucobryaceae";"P"
194075;"Leucobryum";"";"Leucobryaceae";"P"
726773;"Leucobryum albicans";"";"Leucobryaceae";"P"
726774;"Leucobryum antillarum";"";"Leucobryaceae";"P"
726775;"Leucobryum crispum";"";"Leucobryaceae";"P"
726777;"Leucobryum martianum";"";"Leucobryaceae";"P"
912416;"Ochrobryum";"";"Leucobryaceae";"P"
912417;"Ochrobryum subulatum";"";"Leucobryaceae";"P"
187141;"Pottiaceae";"";"Pottiaceae";"P"
656535;"Barbula dissita";"";"Pottiaceae";"A"
656536;"Barbula francii";"";"Pottiaceae";"A"
656537;"Barbula furvo-fusca";"";"Pottiaceae";"A"
656539;"Barbula novae-caledoniae";"";"Pottiaceae";"A"
656540;"Barbula obtusissima";"";"Pottiaceae";"A"
820038;"Chionoloma";"";"Pottiaceae";"P"
954677;"Chionoloma melanostomum";"";"Pottiaceae";"P"
656721;"Gymnostomum ludovicae";"";"Pottiaceae";"A"
959152;"Hennediella marginata";"";"Pottiaceae";"A"
786339;"Hydrogonium";"";"Pottiaceae";"P"
791616;"Hydrogonium orientale";"";"Pottiaceae";"P"
726741;"Hyophiladelphus";"";"Pottiaceae";"P"
726742;"Hyophiladelphus agrarius";"";"Pottiaceae";"P"
193490;"Hyophila";"";"Pottiaceae";"P"
656748;"Hyophila combae";"";"Pottiaceae";"A"
3928;"Hyophila involuta";"";"Pottiaceae";"P"
656749;"Hyophila neocaledonica";"";"Pottiaceae";"A"
955574;"Syntrichia christophei";"";"Pottiaceae";"A"
947632;"Tortella goniospora";"";"Pottiaceae";"A"
843370;"Trichostomum cardotii";"";"Pottiaceae";"A"
656967;"Trichostomum laticostatum";"";"Pottiaceae";"A"
899486;"Trichostomum noumeanum";"";"Pottiaceae";"A"
978912;"Trichostomum pulicare";"";"Pottiaceae";"A"
997108;"Trichostomum tonghoueensis";"";"Pottiaceae";"A"
819767;"Weissia borbonica";"";"Pottiaceae";"A"
997109;"Weissia francii";"";"Pottiaceae";"A"
656991;"Weissia neocaledonica";"";"Pottiaceae";"A"
843490;"Weissia ricciae";"";"Pottiaceae";"A"
599503;"Dilleniales";"Dilléniales";"";"P"
445288;"Dilleniaceae";"Dilléniacées";"Dilleniaceae";"P"
914594;"Delimoideae";"";"Dilleniaceae";"P"
672790;"Tetracera";"";"Dilleniaceae";"P"
733191;"Tetracera asperula";"";"Dilleniaceae";"S"
672941;"Tetracera billardierei";"";"Dilleniaceae";"A"
733192;"Tetracera costata";"";"Dilleniaceae";"P"
740624;"Tetracera costata subsp. costata";"";"Dilleniaceae";"P"
740627;"Tetracera costata subsp. rotundifolia";"";"Dilleniaceae";"P"
733193;"Tetracera surinamensis";"";"Dilleniaceae";"P"
733194;"Tetracera tigarea";"";"Dilleniaceae";"P"
733195;"Tetracera volubilis";"";"Dilleniaceae";"D"
740628;"Tetracera volubilis subsp. volubilis";"";"Dilleniaceae";"D"
733196;"Tetracera willdenowiana";"";"Dilleniaceae";"P"
915390;"Tetracera willdenowiana subsp. willdenowiana";"";"Dilleniaceae";"P"
740631;"Tetracera willdenowiana subsp. emarginata";"";"Dilleniaceae";"Q"
914595;"Dillenioideae";"";"Dilleniaceae";"D"
445607;"Dillenia";"Dillénie";"Dilleniaceae";"D"
447112;"Dillenia indica";"Dillénie d'Inde, Baboul, Grain bourrique, Graine bourrique";"Dilleniaceae";"D"
914596;"Doliocarpoideae";"";"Dilleniaceae";"P"
731102;"Curatella";"";"Dilleniaceae";"P"
733175;"Curatella americana";"";"Dilleniaceae";"P"
731103;"Davilla";"";"Dilleniaceae";"P"
733176;"Davilla alata";"";"Dilleniaceae";"S"
915409;"Davilla sect. Davilla";"";"Dilleniaceae";"P"
915408;"Davilla sect. Homalochlaena";"";"Dilleniaceae";"P"
839227;"Davilla lacunosa";"";"Dilleniaceae";"Q"
733179;"Davilla nitida";"";"Dilleniaceae";"P"
733180;"Davilla rugosa";"";"Dilleniaceae";"P"
731104;"Doliocarpus";"";"Dilleniaceae";"P"
733181;"Doliocarpus brevipedicellatus";"";"Dilleniaceae";"P"
733182;"Doliocarpus dentatus";"";"Dilleniaceae";"P"
740619;"Doliocarpus dentatus subsp. dentatus";"";"Dilleniaceae";"P"
740620;"Doliocarpus dentatus subsp. esmeraldae";"";"Dilleniaceae";"D"
733183;"Doliocarpus gracilis";"";"Dilleniaceae";"P"
733184;"Doliocarpus guianensis";"";"Dilleniaceae";"S"
934604;"Doliocarpus sect. Calinea";"";"Dilleniaceae";"P"
934603;"Doliocarpus sect. Doliocarpus";"";"Dilleniaceae";"P"
733185;"Doliocarpus macrocarpus";"";"Dilleniaceae";"P"
733186;"Doliocarpus major";"";"Dilleniaceae";"P"
740622;"Doliocarpus major subsp. major";"";"Dilleniaceae";"P"
733187;"Doliocarpus paraensis";"";"Dilleniaceae";"S"
733188;"Doliocarpus sagotianus";"";"Dilleniaceae";"E"
733189;"Doliocarpus savannarum";"";"Dilleniaceae";"Q"
733190;"Doliocarpus spraguei";"";"Dilleniaceae";"P"
839236;"Neodillenia";"";"Dilleniaceae";"P"
915541;"Neodillenia coussapoana";"";"Dilleniaceae";"Q"
627953;"Pinzona";"";"Dilleniaceae";"P"
630422;"Pinzona coriacea";"";"Dilleniaceae";"P"
672919;"Hibbertia altigena";"";"Dilleniaceae";"A"
673992;"Hibbertia baudouinii";"";"Dilleniaceae";"A"
672920;"Hibbertia bouletii";"";"Dilleniaceae";"A"
672921;"Hibbertia comptonii";"";"Dilleniaceae";"A"
672922;"Hibbertia deplancheana";"";"Dilleniaceae";"A"
672923;"Hibbertia ebracteata";"";"Dilleniaceae";"A"
672924;"Hibbertia emarginata";"";"Dilleniaceae";"A"
672925;"Hibbertia favieri";"";"Dilleniaceae";"A"
672926;"Hibbertia heterotricha";"";"Dilleniaceae";"A"
672927;"Hibbertia lanceolata";"";"Dilleniaceae";"A"
672929;"Hibbertia margaretiae";"";"Dilleniaceae";"A"
672930;"Hibbertia moratii";"";"Dilleniaceae";"A"
672931;"Hibbertia nana";"";"Dilleniaceae";"A"
672932;"Hibbertia pancheri";"";"Dilleniaceae";"A"
672933;"Hibbertia patula";"";"Dilleniaceae";"A"
672934;"Hibbertia podocarpifolia";"";"Dilleniaceae";"A"
672935;"Hibbertia pulchella";"";"Dilleniaceae";"A"
672936;"Hibbertia rubescens";"";"Dilleniaceae";"A"
672937;"Hibbertia tontoutensis";"";"Dilleniaceae";"A"
672938;"Hibbertia trachyphylla";"";"Dilleniaceae";"A"
672939;"Hibbertia vieillardii";"";"Dilleniaceae";"A"
672940;"Hibbertia wagapii";"";"Dilleniaceae";"A"
599502;"Dillenianae";"Dillénianées";"";"P"
593950;"Dioscoreales";"Dioscoréales";"";"P"
597704;"Burmanniaceae";"";"Burmanniaceae";"P"
627897;"Apteria";"";"Burmanniaceae";"P"
629095;"Apteria aphylla";"";"Burmanniaceae";"P"
730627;"Burmannia";"";"Burmanniaceae";"P"
731725;"Burmannia bicolor";"";"Burmanniaceae";"P"
731726;"Burmannia capitata";"";"Burmanniaceae";"P"
731727;"Burmannia flava";"";"Burmanniaceae";"Q"
730625;"Campylosiphon";"";"Burmanniaceae";"P"
731728;"Campylosiphon purpurascens";"";"Burmanniaceae";"P"
730624;"Dictyostega";"";"Burmanniaceae";"P"
731729;"Dictyostega orobanchoides";"";"Burmanniaceae";"P"
740496;"Dictyostega orobanchoides subsp. parviflora";"";"Burmanniaceae";"P"
627898;"Gymnosiphon";"";"Burmanniaceae";"P"
731730;"Gymnosiphon breviflorus";"";"Burmanniaceae";"P"
853255;"Gymnosiphon capitatus";"";"Burmanniaceae";"S"
731731;"Gymnosiphon divaricatus";"";"Burmanniaceae";"P"
954434;"Gymnosiphon mayottensis";"";"Burmanniaceae";"A"
853254;"Gymnosiphon minutus";"";"Burmanniaceae";"P"
735350;"Gymnosiphon recurvatus";"";"Burmanniaceae";"D"
895582;"Gymnosiphon saccatus";"";"Burmanniaceae";"P"
851312;"Hexapterella";"";"Burmanniaceae";"P"
853250;"Hexapterella gentianoides";"";"Burmanniaceae";"P"
731233;"Miersiella";"";"Burmanniaceae";"P"
731732;"Miersiella umbellata";"";"Burmanniaceae";"P"
187467;"Dioscoreaceae";"Dioscoréacées";"Dioscoreaceae";"P"
446208;"Dioscorea";"Dioscorée";"Dioscoreaceae";"P"
447809;"Dioscorea alata";"Dioscorée ailée, Cambarre, Cambarre blanc, Cambarre de sang, Hoffe";"Dioscoreaceae";"I"
731863;"Dioscorea amazonum";"";"Dioscoreaceae";"P"
447810;"Dioscorea bulbifera";"Patate en l'air, Hoffe, Pomme de l'air";"Dioscoreaceae";"M"
629567;"Dioscorea cayenensis";"";"Dioscoreaceae";"M"
633154;"Dioscorea chondrocarpa";"";"Dioscoreaceae";"P"
731865;"Dioscorea dodecaneura";"";"Dioscoreaceae";"P"
447811;"Dioscorea esculenta";"Dioscorée comestible, Igname";"Dioscoreaceae";"M"
853236;"Dioscorea glandulosa";"";"Dioscoreaceae";"Q"
853214;"Dioscorea hassleriana";"";"Dioscoreaceae";"Q"
853221;"Dioscorea sect. Apodostemon";"";"Dioscoreaceae";"P"
853235;"Dioscorea sect. Borderea";"";"Dioscoreaceae";"A"
853217;"Dioscorea sect. Centrostemon";"";"Dioscoreaceae";"P"
853225;"Dioscorea sect. Chondrocarpa";"";"Dioscoreaceae";"P"
853223;"Dioscorea sect. Combilium";"";"Dioscoreaceae";"M"
853222;"Dioscorea sect. Cryptantha";"";"Dioscoreaceae";"Q"
853216;"Dioscorea sect. Dematostemon";"";"Dioscoreaceae";"P"
853219;"Dioscorea sect. Enantiophyllum";"";"Dioscoreaceae";"M"
853224;"Dioscorea sect. Lasiogyne";"";"Dioscoreaceae";"P"
853220;"Dioscorea sect. Lychnostemon";"";"Dioscoreaceae";"P"
853218;"Dioscorea sect. Macrogynodium";"";"Dioscoreaceae";"P"
853227;"Dioscorea sect. Opsophyton";"";"Dioscoreaceae";"M"
853226;"Dioscorea sect. Sarcantha";"";"Dioscoreaceae";"P"
807308;"Dioscorea mayottensis";"";"Dioscoreaceae";"A"
731868;"Dioscorea megacarpa";"";"Dioscoreaceae";"P"
731869;"Dioscorea melastomatifolia";"";"Dioscoreaceae";"P"
853238;"Dioscorea mollis";"";"Dioscoreaceae";"Q"
853215;"Dioscorea piperifolia";"";"Dioscoreaceae";"Q"
629569;"Dioscorea polygonoides";"";"Dioscoreaceae";"P"
731870;"Dioscorea pubescens";"";"Dioscoreaceae";"P"
95046;"Dioscorea pyrenaica";"Dioscorée des Pyrénées";"Dioscoreaceae";"A"
633161;"Dioscorea rotundata";"";"Dioscoreaceae";"M"
731871;"Dioscorea sagittata";"";"Dioscoreaceae";"P"
853242;"Dioscorea syringifolia";"";"Dioscoreaceae";"Q"
629570;"Dioscorea trifida";"";"Dioscoreaceae";"P"
446355;"Tacca";"";"Dioscoreaceae";"M"
447926;"Tacca chantrieri";"";"Dioscoreaceae";"M"
597722;"Thismiaceae";"";"Thismiaceae";"P"
730626;"Thismia";"";"Thismiaceae";"P"
853260;"Thismia sect. Ophiomeris";"";"Thismiaceae";"P"
853259;"Thismia subg. Ophiomeris";"";"Thismiaceae";"P"
853257;"Thismia panamensis";"";"Thismiaceae";"P"
731733;"Thismia saülensis";"";"Thismiaceae";"E"
433760;"Diphysciales";"";"";"P"
433768;"Diphysciaceae";"";"Diphysciaceae";"P"
191815;"Diphyscium";"";"Diphysciaceae";"P"
899463;"Diphyscium longifolium";"";"Diphysciaceae";"P"
187419;"Dipsacales";"Dipsacales";"";"M"
89889;"Centranthus trinervis";"Centranthe à trois nervures";"Caprifoliaceae";"A"
718706;"Knautia basaltica var. basaltica";"Knautie du basalte";"Caprifoliaceae";"A"
104540;"Knautia lebrunii";"Knautie de Le Brun";"Caprifoliaceae";"A"
121337;"Scabiosa corsica";"Scabieuse de Corse";"Caprifoliaceae";"A"
926884;"Viburnaceae";"Viburnacées";"Viburnaceae";"M"
445553;"Sambucus";"Sureau";"Viburnaceae";"M"
630596;"Sambucus canadensis";"Sureau du Canada";"Viburnaceae";"M"
120717;"Sambucus nigra";"Sureau noir, Sampéchier";"Viburnaceae";"Q"
187377;"Ericales";"Éricales";"";"P"
187333;"Balsaminaceae";"Balsaminacées";"Balsaminaceae";"M"
193594;"Impatiens";"Impatiente, Impatiens";"Balsaminaceae";"M"
807369;"Impatiens auricoma";"";"Balsaminaceae";"A"
445494;"Impatiens balsamina";"Impatiente balsamine, Balsamine, Balsamine des bois";"Balsaminaceae";"M"
160378;"Impatiens walleriana";"Impatiente de Waller, Balsamine";"Balsaminaceae";"M"
627449;"Cyrillaceae";"";"Cyrillaceae";"Q"
627951;"Cyrilla";"";"Cyrillaceae";"Q"
629522;"Cyrilla racemiflora";"";"Cyrillaceae";"Q"
187387;"Ebenaceae";"Ébénacées";"Ebenaceae";"P"
1003193;"Ebenoideae";"";"Ebenaceae";"P"
191808;"Diospyros";"Plaqueminier, Diospyre";"Ebenaceae";"P"
733199;"Diospyros artanthifolia";"";"Ebenaceae";"Q"
670930;"Diospyros balansae";"";"Ebenaceae";"A"
629571;"Diospyros blancoi";"Diospyre des Philippines, Mambolo, Caca chatte, Mabolo, Mambolo, Pommier velours";"Ebenaceae";"M"
706188;"Diospyros borbonica";"Diospyre de Bourbon, Bois noir des hauts, Bois d'ébène, Ébénier de Bourbon";"Ebenaceae";"A"
671936;"Diospyros brassica";"";"Ebenaceae";"A"
672403;"Diospyros calciphila";"";"Ebenaceae";"A"
733200;"Diospyros capreifolia";"";"Ebenaceae";"P"
733201;"Diospyros carbonaria";"";"Ebenaceae";"P"
1003307;"Diospyros cauligera";"";"Ebenaceae";"D"
733203;"Diospyros cavalcantei";"";"Ebenaceae";"P"
733204;"Diospyros cayennensis";"";"Ebenaceae";"P"
670931;"Diospyros cherrieri";"";"Ebenaceae";"A"
807311;"Diospyros comorensis";"Ebène des Comores";"Ebenaceae";"A"
733205;"Diospyros dichroa";"";"Ebenaceae";"S"
656495;"Diospyros digyna";"Caca poule, Sapote, Caca poule, Sapote noir, Sapotier, Barbaquois";"Ebenaceae";"Y"
671937;"Diospyros erudita";"";"Ebenaceae";"A"
671938;"Diospyros flavocarpa";"";"Ebenaceae";"A"
670934;"Diospyros glans";"";"Ebenaceae";"A"
733207;"Diospyros glomerata";"";"Ebenaceae";"Q"
733208;"Diospyros guianensis";"";"Ebenaceae";"P"
740634;"Diospyros guianensis subsp. guianensis";"";"Ebenaceae";"P"
740633;"Diospyros guianensis subsp. akaraiensis";"";"Ebenaceae";"Q"
900989;"Diospyros hequetiae";"";"Ebenaceae";"A"
670935;"Diospyros impolita";"";"Ebenaceae";"A"
629572;"Diospyros inconstans";"";"Ebenaceae";"A"
1003522;"Diospyros sect. Cavanillea";"";"Ebenaceae";"M"
1003520;"Diospyros sect. Diospyros";"";"Ebenaceae";"Q"
1003517;"Diospyros sect. Rospidios";"";"Ebenaceae";"P"
1003455;"Diospyros sect. Tetradiospyros";"";"Ebenaceae";"P"
1003521;"Diospyros subg. Diospyros";"";"Ebenaceae";"P"
1004181;"Diospyros subg. Maba";"";"Ebenaceae";"P"
670937;"Diospyros labillardierei";"";"Ebenaceae";"A"
733209;"Diospyros lissocarpoides";"";"Ebenaceae";"Q"
672446;"Diospyros macrocarpa";"";"Ebenaceae";"A"
670938;"Diospyros margaretae";"";"Ebenaceae";"A"
1003282;"Diospyros martini";"";"Ebenaceae";"P"
733211;"Diospyros matheriana";"";"Ebenaceae";"Q"
670939;"Diospyros minimifolia";"";"Ebenaceae";"A"
671941;"Diospyros oubatchensis";"";"Ebenaceae";"A"
670942;"Diospyros pancheri";"";"Ebenaceae";"A"
670943;"Diospyros parviflora";"";"Ebenaceae";"A"
1003560;"Diospyros peregrina";"";"Ebenaceae";"Q"
671943;"Diospyros perplexa";"";"Ebenaceae";"A"
1003291;"Diospyros poeppigiana";"";"Ebenaceae";"Q"
670944;"Diospyros pustulata";"";"Ebenaceae";"A"
670945;"Diospyros revolutissima";"";"Ebenaceae";"A"
733212;"Diospyros ropourea";"";"Ebenaceae";"S"
900990;"Diospyros rufotomentosa";"";"Ebenaceae";"A"
1003281;"Diospyros santaremnensis";"";"Ebenaceae";"Q"
1003288;"Diospyros sericea";"";"Ebenaceae";"P"
733213;"Diospyros tetrandra";"";"Ebenaceae";"P"
671944;"Diospyros tireliae";"";"Ebenaceae";"A"
670946;"Diospyros tridentata";"";"Ebenaceae";"A"
670947;"Diospyros trisulca";"";"Ebenaceae";"A"
670948;"Diospyros umbrosa";"";"Ebenaceae";"A"
671945;"Diospyros veillonii";"";"Ebenaceae";"A"
670949;"Diospyros vieillardii";"";"Ebenaceae";"A"
611108;"Diospyros virginiana";"Plaqueminier de Virginie";"Ebenaceae";"Q"
672404;"Diospyros yaouhensis";"";"Ebenaceae";"A"
187379;"Ericaceae";"Éricacées";"Ericaceae";"P"
706254;"Erica arborescens";"Bruyère arborescente, Branle filao, Branle vert";"Ericaceae";"A"
706255;"Erica galioides";"Bruyère faux-gaillet, Thym marron";"Ericaceae";"A"
706256;"Erica reunionensis";"Bruyère de la Réunion, Branle vert, Branne";"Ericaceae";"A"
448489;"Leptecophylla brevistyla";"";"Ericaceae";"A"
448490;"Leptecophylla pomarae";"";"Ericaceae";"A"
448491;"Leptecophylla rapae";"";"Ericaceae";"A"
672950;"Dracophyllum alticola";"";"Ericaceae";"A"
673997;"Dracophyllum balansae";"";"Ericaceae";"A"
672951;"Dracophyllum cosmelioides";"";"Ericaceae";"A"
672952;"Dracophyllum involucratum";"";"Ericaceae";"A"
673880;"Dracophyllum mackeeanum";"";"Ericaceae";"A"
673998;"Dracophyllum ouaiemense";"";"Ericaceae";"A"
672953;"Dracophyllum ramosum";"";"Ericaceae";"A"
672954;"Dracophyllum verticillatum";"";"Ericaceae";"A"
672562;"Cyathopsis";"";"Ericaceae";"A"
673846;"Cyathopsis albicans";"";"Ericaceae";"A"
674368;"Cyathopsis floribunda";"";"Ericaceae";"A"
673847;"Cyathopsis violaceospicata";"";"Ericaceae";"A"
671951;"Styphelia balansae";"";"Ericaceae";"A"
670978;"Styphelia coryphila";"";"Ericaceae";"A"
671952;"Styphelia dammarifolia";"";"Ericaceae";"A"
670980;"Styphelia enervia";"";"Ericaceae";"A"
670981;"Styphelia longistylis";"";"Ericaceae";"A"
672298;"Styphelia macrocarpa";"";"Ericaceae";"A"
672956;"Styphelia macrocarpa var. macrocarpa";"";"Ericaceae";"A"
672955;"Styphelia macrocarpa var. breviloba";"";"Ericaceae";"A"
671953;"Styphelia pancheri";"";"Ericaceae";"A"
670982;"Styphelia veillonii";"";"Ericaceae";"A"
907389;"Vaccinioideae";"Vaccinioïdées";"Ericaceae";"P"
630987;"Gaultheria domingensis";"Myrtille des hauts, Myrtille";"Ericaceae";"A"
907390;"Vaccinieae";"Vacciniées";"Ericaceae";"P"
730817;"Cavendishia";"";"Ericaceae";"P"
733232;"Cavendishia callista";"";"Ericaceae";"P"
673864;"Paphia neocaledonica";"";"Ericaceae";"A"
673865;"Paphia paniensis";"";"Ericaceae";"A"
730818;"Satyria";"";"Ericaceae";"P"
733233;"Satyria cerander";"";"Ericaceae";"S"
733234;"Satyria panurensis";"";"Ericaceae";"Q"
730816;"Sphyrospermum";"";"Ericaceae";"P"
733235;"Sphyrospermum buxifolium";"";"Ericaceae";"P"
733236;"Sphyrospermum cordifolium";"";"Ericaceae";"P"
446070;"Vaccinium cereum";"";"Ericaceae";"A"
447666;"Vaccinium cereum var. cereum";"";"Ericaceae";"A"
447665;"Vaccinium cereum var. adenandrum";"";"Ericaceae";"A"
447667;"Vaccinium cereum var. pubiflorum";"";"Ericaceae";"A"
447668;"Vaccinium cereum var. raiateense";"";"Ericaceae";"A"
446071;"Vaccinium rapae";"";"Ericaceae";"A"
445295;"Lecythidaceae";"Lécythidacées";"Lecythidaceae";"P"
852582;"Barringtonioideae";"";"Lecythidaceae";"M"
445496;"Barringtonia";"Barringtonie";"Lecythidaceae";"M"
446985;"Barringtonia asiatica";"Bonnet d’évêque";"Lecythidaceae";"M"
671151;"Barringtonia integrifolia";"";"Lecythidaceae";"A"
671152;"Barringtonia longifolia";"";"Lecythidaceae";"A"
671153;"Barringtonia neocaledonica";"Barringtonia de Nouvelle-Calédonie";"Lecythidaceae";"A"
807350;"Foetidia comorensis";"";"Lecythidaceae";"A"
706302;"Foetidia mauritiana";"Fétidie de Maurice, Bois puant, Bois pian, Bois pion, Fétidier de Bourbon";"Lecythidaceae";"A"
852585;"Lecythidoideae";"";"Lecythidaceae";"P"
852590;"Couratarieae";"";"Lecythidaceae";"P"
731115;"Couratari";"";"Lecythidaceae";"P"
733573;"Couratari calycina";"";"Lecythidaceae";"S"
733574;"Couratari gloriosa";"";"Lecythidaceae";"S"
733575;"Couratari guianensis";"";"Lecythidaceae";"P"
852600;"Couratari sect. Couratari";"";"Lecythidaceae";"P"
852601;"Couratari sect. Echinata";"";"Lecythidaceae";"P"
852602;"Couratari sect. Microcarpa";"";"Lecythidaceae";"P"
733576;"Couratari multiflora";"";"Lecythidaceae";"P"
