"CD_REF";"LB_NOM";"NOM_VERN";"FAMILLE";"GF"
984162;"Palicourea racemosa";"";"Rubiaceae";"P"
734823;"Palicourea rigida";"";"Rubiaceae";"P"
887408;"Palicourea ser. Croceae";"";"Rubiaceae";"P"
887398;"Palicourea ser. Palicourea";"";"Rubiaceae";"P"
887399;"Palicourea ser. Suberosae";"";"Rubiaceae";"P"
887410;"Palicourea ser. Verticillatae";"";"Rubiaceae";"P"
887510;"Palicourea spectabilis";"";"Rubiaceae";"Q"
887412;"Palicourea subser. subcymosae";"";"Rubiaceae";"P"
887533;"Palicourea subundulata";"";"Rubiaceae";"P"
887471;"Palicourea tenerior";"";"Rubiaceae";"P"
887493;"Palicourea tomentosa";"";"Rubiaceae";"P"
887480;"Palicourea trichophora";"";"Rubiaceae";"P"
734824;"Palicourea triphylla";"";"Rubiaceae";"P"
887490;"Palicourea urceolata";"";"Rubiaceae";"P"
887534;"Palicourea venulosa";"";"Rubiaceae";"D"
887462;"Palicourea violacea";"";"Rubiaceae";"P"
887482;"Palicourea viridibractea";"";"Rubiaceae";"S"
887442;"Palicourea woronovii";"";"Rubiaceae";"Q"
628202;"Rudgea";"";"Rubiaceae";"P"
1004815;"Rudgea approuaguensis";"";"Rubiaceae";"E"
734905;"Rudgea bremekampiana";"";"Rubiaceae";"S"
734907;"Rudgea cornifolia";"";"Rubiaceae";"P"
887439;"Rudgea coussareoides";"";"Rubiaceae";"Q"
734909;"Rudgea crassiloba";"";"Rubiaceae";"P"
1004818;"Rudgea glomerulata";"";"Rubiaceae";"E"
887454;"Rudgea graciliflora";"";"Rubiaceae";"P"
1004821;"Rudgea graniticola";"";"Rubiaceae";"S"
734910;"Rudgea guyanensis";"";"Rubiaceae";"P"
734911;"Rudgea hostmanniana";"";"Rubiaceae";"P"
740790;"Rudgea hostmanniana subsp. hostmanniana";"";"Rubiaceae";"P"
1004819;"Rudgea itoupensis";"";"Rubiaceae";"E"
1004820;"Rudgea jadinii";"";"Rubiaceae";"E"
887448;"Rudgea jasminoides";"";"Rubiaceae";"Q"
887450;"Rudgea jasminoides subsp. corniculata";"";"Rubiaceae";"Q"
734913;"Rudgea lanceifolia";"";"Rubiaceae";"P"
1004822;"Rudgea leucocarpa";"";"Rubiaceae";"S"
887440;"Rudgea pungens";"";"Rubiaceae";"E"
734915;"Rudgea sandemanii";"";"Rubiaceae";"Q"
734916;"Rudgea stipulacea";"";"Rubiaceae";"P"
734917;"Rudgea tanaosepala";"";"Rubiaceae";"Q"
734919;"Rudgea wurdackii";"";"Rubiaceae";"Q"
887354;"Perameae";"";"Rubiaceae";"P"
730856;"Perama";"";"Rubiaceae";"P"
734827;"Perama dichotoma";"";"Rubiaceae";"P"
741591;"Perama dichotoma var. dichotoma";"";"Rubiaceae";"P"
734828;"Perama hirsuta";"";"Rubiaceae";"P"
887361;"Psychotrieae";"";"Rubiaceae";"P"
830296;"Douarrea alba";"";"Rubiaceae";"A"
706698;"Psathura borbonica";"Psathure de Bourbon, Bois cassant";"Rubiaceae";"A"
707206;"Psathura borbonica var. borbonica";"Bois cassant à grandes feuilles, Gros bois cassant";"Rubiaceae";"A"
707162;"Psathura borbonica var. angustifolia";"Gros bois cassant, Bois cassant à petites feuilles, Bois cassant rouge";"Rubiaceae";"A"
707163;"Psathura borbonica var. intermedia";"Bois cassant";"Rubiaceae";"A"
445943;"Psychotria";"Psychotrie, Psychotria";"Rubiaceae";"P"
447533;"Psychotria adamsonii";"";"Rubiaceae";"A"
671502;"Psychotria amieuensis";"";"Rubiaceae";"A"
672192;"Psychotria ammericola";"";"Rubiaceae";"A"
734834;"Psychotria anceps";"";"Rubiaceae";"P"
734835;"Psychotria antenniformis";"";"Rubiaceae";"E"
830122;"Psychotria artensis";"";"Rubiaceae";"A"
447565;"Psychotria asiatica";"";"Rubiaceae";"Q"
447534;"Psychotria atricaulis";"";"Rubiaceae";"A"
887518;"Psychotria bahiensis";"";"Rubiaceae";"Q"
671504;"Psychotria baillonii";"";"Rubiaceae";"A"
672193;"Psychotria baladensis";"";"Rubiaceae";"A"
830154;"Psychotria belepensis";"";"Rubiaceae";"A"
945045;"Psychotria boiviniana";"";"Rubiaceae";"A"
734839;"Psychotria borjensis";"";"Rubiaceae";"P"
671506;"Psychotria bourailensis";"";"Rubiaceae";"A"
671507;"Psychotria brachylaena";"";"Rubiaceae";"A"
671508;"Psychotria calliantha";"";"Rubiaceae";"A"
671883;"Psychotria calorhamnus";"";"Rubiaceae";"A"
671509;"Psychotria calothyrsa";"";"Rubiaceae";"A"
672424;"Psychotria canalensis";"";"Rubiaceae";"A"
671510;"Psychotria cardiochlamys";"";"Rubiaceae";"A"
734849;"Psychotria carthagenensis";"";"Rubiaceae";"P"
807489;"Psychotria comorensis";"";"Rubiaceae";"A"
671513;"Psychotria comptonii";"";"Rubiaceae";"A"
447535;"Psychotria cookei";"";"Rubiaceae";"A"
671514;"Psychotria coptosperma";"";"Rubiaceae";"A"
734854;"Psychotria cupularis";"";"Rubiaceae";"P"
671516;"Psychotria declieuxioides";"";"Rubiaceae";"A"
671518;"Psychotria deverdiana";"";"Rubiaceae";"A"
671520;"Psychotria faguetii";"";"Rubiaceae";"A"
830168;"Psychotria fambartiae";"";"Rubiaceae";"A"
671521;"Psychotria ferdinandimuelleri";"";"Rubiaceae";"A"
779712;"Psychotria ficigemma";"";"Rubiaceae";"E"
448559;"Psychotria florencei";"";"Rubiaceae";"A"
447537;"Psychotria franchetiana";"";"Rubiaceae";"A"
671523;"Psychotria frondosa";"";"Rubiaceae";"A"
671524;"Psychotria fuscopilosa";"";"Rubiaceae";"A"
672476;"Psychotria gabriellae";"";"Rubiaceae";"A"
448560;"Psychotria gagneorum";"";"Rubiaceae";"A"
887834;"Psychotria glabrata";"";"Rubiaceae";"Q"
671525;"Psychotria gneissica";"";"Rubiaceae";"A"
671526;"Psychotria goniocarpa";"";"Rubiaceae";"A"
447538;"Psychotria grantii";"";"Rubiaceae";"A"
887535;"Psychotria guianensis";"";"Rubiaceae";"P"
830155;"Psychotria guillauminiana";"";"Rubiaceae";"A"
447539;"Psychotria hivaoana";"";"Rubiaceae";"A"
830263;"Psychotria hootmawaapensis";"";"Rubiaceae";"A"
671527;"Psychotria ianthina";"";"Rubiaceae";"A"
830169;"Psychotria ireneae";"";"Rubiaceae";"A"
734864;"Psychotria irwinii";"";"Rubiaceae";"P"
887392;"Psychotria labatii";"";"Rubiaceae";"A"
671529;"Psychotria lasiantha";"";"Rubiaceae";"A"
807490;"Psychotria lavanchiei";"";"Rubiaceae";"A"
447540;"Psychotria lepiniana";"";"Rubiaceae";"A"
671532;"Psychotria leratii";"";"Rubiaceae";"A"
671533;"Psychotria leucantha";"";"Rubiaceae";"A"
672196;"Psychotria lycioides";"";"Rubiaceae";"A"
671535;"Psychotria macroglossa";"";"Rubiaceae";"A"
447541;"Psychotria marauensis";"";"Rubiaceae";"A"
447542;"Psychotria marchionica";"";"Rubiaceae";"A"
1005932;"Psychotria marginata";"";"Rubiaceae";"Q"
672425;"Psychotria microglossa";"";"Rubiaceae";"A"
671674;"Psychotria micromyrtus";"";"Rubiaceae";"A"
672197;"Psychotria monanthos";"";"Rubiaceae";"A"
830156;"Psychotria montrouzieri";"";"Rubiaceae";"A"
447543;"Psychotria mumfordiana";"";"Rubiaceae";"A"
671675;"Psychotria nathaliae";"";"Rubiaceae";"A"
671676;"Psychotria nekouana";"";"Rubiaceae";"A"
921595;"Psychotria neodouarrei";"";"Rubiaceae";"A"
946462;"Psychotria niauensis";"";"Rubiaceae";"A"
830164;"Psychotria nigotei";"";"Rubiaceae";"A"
671677;"Psychotria nummularioides";"";"Rubiaceae";"A"
448570;"Psychotria oliveri";"";"Rubiaceae";"A"
671679;"Psychotria oua-tilouensis";"";"Rubiaceae";"A"
671680;"Psychotria oubatchensis";"";"Rubiaceae";"A"
672199;"Psychotria pancheri";"";"Rubiaceae";"A"
851490;"Psychotria paulae";"";"Rubiaceae";"A"
769437;"Psychotria pedunculosa";"";"Rubiaceae";"P"
734879;"Psychotria perferruginea";"";"Rubiaceae";"S"
671684;"Psychotria pininsularis";"";"Rubiaceae";"A"
671685;"Psychotria poissoniana";"";"Rubiaceae";"A"
672201;"Psychotria pseudomicrodaphne";"";"Rubiaceae";"A"
671686;"Psychotria pubituba";"";"Rubiaceae";"A"
672477;"Psychotria pulchrebracteata";"";"Rubiaceae";"A"
447544;"Psychotria raiateensis";"";"Rubiaceae";"A"
447545;"Psychotria raivavaensis";"";"Rubiaceae";"A"
447546;"Psychotria rapensis";"";"Rubiaceae";"A"
734888;"Psychotria remota";"";"Rubiaceae";"P"
672202;"Psychotria roseotincta";"";"Rubiaceae";"A"
671688;"Psychotria rosmarinifolia";"";"Rubiaceae";"A"
671689;"Psychotria rubefacta";"";"Rubiaceae";"A"
672203;"Psychotria rupicola";"";"Rubiaceae";"A"
830292;"Psychotria sagittalis";"";"Rubiaceae";"A"
671691;"Psychotria saltiensis";"";"Rubiaceae";"A"
448571;"Psychotria schaeferi";"";"Rubiaceae";"A"
671692;"Psychotria schlechteriana";"";"Rubiaceae";"A"
672204;"Psychotria schumanniana";"";"Rubiaceae";"A"
671693;"Psychotria semperflorens";"";"Rubiaceae";"A"
887543;"Psychotria sororia";"";"Rubiaceae";"P"
830157;"Psychotria spachiana";"";"Rubiaceae";"A"
447547;"Psychotria speciosa";"";"Rubiaceae";"A"
447548;"Psychotria tahitensis";"";"Rubiaceae";"A"
447549;"Psychotria taupotinii";"";"Rubiaceae";"A"
447550;"Psychotria temehaniensis";"";"Rubiaceae";"A"
448572;"Psychotria temetiuensis";"";"Rubiaceae";"A"
630515;"Psychotria tenuifolia";"";"Rubiaceae";"A"
672206;"Psychotria toninensis";"";"Rubiaceae";"A"
447551;"Psychotria toviana";"";"Rubiaceae";"A"
851489;"Psychotria trichocalyx";"";"Rubiaceae";"A"
671699;"Psychotria trisulcata";"";"Rubiaceae";"A"
447553;"Psychotria tubuaiensis";"";"Rubiaceae";"A"
448573;"Psychotria uahukensis";"";"Rubiaceae";"A"
448574;"Psychotria uapoensis";"";"Rubiaceae";"A"
830167;"Psychotria veillonii";"";"Rubiaceae";"A"
671700;"Psychotria vieillardii";"";"Rubiaceae";"A"
975809;"Psychotria viridis";"";"Rubiaceae";"M"
672426;"Psychotria wagapensis";"";"Rubiaceae";"A"
84299;"Asperula capillacea";"Aspérule capillaire, Aspérule à tiges capillaires";"Rubiaceae";"A"
99423;"Galium fleurotii";"Gaillet de Fleurot";"Rubiaceae";"A"
631045;"Galium guadalupense";"";"Rubiaceae";"A"
99530;"Galium saxosum";"Gaillet de Villars, Gaillet des rochers";"Rubiaceae";"A"
887358;"Schradereae";"";"Rubiaceae";"P"
628204;"Schradera";"";"Rubiaceae";"P"
630618;"Schradera exotica";"";"Rubiaceae";"A"
971430;"Schradera involucrata";"";"Rubiaceae";"Q"
734926;"Schradera polycephala";"";"Rubiaceae";"P"
847905;"Spermacoceae";"Spermodocées";"Rubiaceae";"P"
730855;"Emmeorhiza";"";"Rubiaceae";"P"
734744;"Emmeorhiza umbellata";"";"Rubiaceae";"P"
848069;"Hexasepalum";"";"Rubiaceae";"P"
848071;"Hexasepalum apiculatum";"";"Rubiaceae";"Q"
848073;"Hexasepalum sarmentosum";"Liane à cornette, Liane-hallier, Liane-macornet";"Rubiaceae";"P"
848075;"Hexasepalum teres";"";"Rubiaceae";"Q"
773983;"Kadua grantii";"";"Rubiaceae";"A"
773975;"Kadua lichtlei";"";"Rubiaceae";"A"
773978;"Kadua lucei";"";"Rubiaceae";"A"
773980;"Kadua nukuhivensis";"";"Rubiaceae";"A"
453487;"Kadua raiateensis";"";"Rubiaceae";"A"
453488;"Kadua rapensis";"";"Rubiaceae";"A"
773981;"Kadua tahuatensis";"";"Rubiaceae";"A"
628194;"Manettia";"";"Rubiaceae";"P"
734797;"Manettia alba";"";"Rubiaceae";"P"
734798;"Manettia coccinea";"";"Rubiaceae";"P"
630091;"Manettia dominicensis";"";"Rubiaceae";"A"
734799;"Manettia reclinata";"";"Rubiaceae";"Q"
446597;"Mitracarpus";"";"Rubiaceae";"P"
848157;"Mitracarpus frigidus";"";"Rubiaceae";"Q"
448197;"Mitracarpus hirtus";"";"Rubiaceae";"Q"
734800;"Mitracarpus microspermus";"";"Rubiaceae";"Q"
848153;"Mitracarpus polygonifolius";"";"Rubiaceae";"P"
848150;"Mitracarpus salzmannianus";"";"Rubiaceae";"P"
672706;"Oldenlandia";"Oldenlandie";"Rubiaceae";"P"
635141;"Oldenlandia corymbosa";"Oldenlandie en corymbe";"Rubiaceae";"I"
674331;"Oldenlandia imberbis";"";"Rubiaceae";"A"
635143;"Oldenlandia lancifolia";"";"Rubiaceae";"I"
887780;"Oldenlandia tenuis";"";"Rubiaceae";"P"
1014609;"Oldenlandiopsis";"";"Rubiaceae";"I"
635145;"Oldenlandiopsis callitrichoides";"";"Rubiaceae";"I"
731240;"Richardia";"";"Rubiaceae";"C"
888120;"Richardia grandiflora";"";"Rubiaceae";"Q"
889333;"Richardia sect. Richardia";"";"Rubiaceae";"C"
734902;"Richardia scabra";"";"Rubiaceae";"C"
445950;"Spermacoce";"Spermodoce";"Rubiaceae";"P"
447559;"Spermacoce alata";"";"Rubiaceae";"S"
769507;"Spermacoce capitata";"";"Rubiaceae";"P"
630713;"Spermacoce densiflora";"";"Rubiaceae";"P"
630714;"Spermacoce dussii";"";"Rubiaceae";"A"
769510;"Spermacoce exilis";"";"Rubiaceae";"P"
734931;"Spermacoce hexangularis";"";"Rubiaceae";"P"
769513;"Spermacoce hyssopifolia";"";"Rubiaceae";"P"
847849;"Spermacoce sect. Pseudodiodia";"";"Rubiaceae";"P"
830629;"Spermacoce laevis";"";"Rubiaceae";"Q"
630716;"Spermacoce latifolia";"";"Rubiaceae";"P"
779492;"Spermacoce neohispida";"";"Rubiaceae";"P"
636787;"Spermacoce ocymifolia";"";"Rubiaceae";"P"
770513;"Spermacoce ocymoides";"";"Rubiaceae";"Q"
769517;"Spermacoce orinocensis";"";"Rubiaceae";"P"
847853;"Spermacoce ovalifolia";"";"Rubiaceae";"Q"
630717;"Spermacoce prostrata";"";"Rubiaceae";"P"
447560;"Spermacoce remota";"";"Rubiaceae";"P"
848089;"Spermacoce rubescens";"";"Rubiaceae";"Q"
779509;"Spermacoce spicata";"";"Rubiaceae";"P"
848141;"Spermacoce suaveolens";"";"Rubiaceae";"D"
847906;"Spermacoce tenuior";"Spermodoce assez ténu, Spermodoce assez mince";"Rubiaceae";"Q"
448289;"Spermacoce verticillata";"";"Rubiaceae";"P"
847697;"Spermacoce xanthophylla";"";"Rubiaceae";"S"
96921;"Erodium manescavii";"Érodium de Manescau, Bec-de-grue de Manescau";"Geraniaceae";"A"
96939;"Erodium rodiei";"Érodium de Rodié, Bec-de-grue de Rodié";"Geraniaceae";"A"
100059;"Geranium endressii";"Géranium d'Endress";"Geraniaceae";"A"
598702;"Gleicheniales";"Gleichéniales";"";"P"
445327;"Gleicheniaceae";"Gleichéniacées";"Gleicheniaceae";"P"
446462;"Dicranopteris";"Dicranoptéride";"Gleicheniaceae";"P"
1018455;"Dicranopteris caudata";"";"Gleicheniaceae";"A"
731373;"Dicranopteris flexuosa";"";"Gleicheniaceae";"P"
833772;"Gleichenella";"";"Gleicheniaceae";"P"
824906;"Gleichenella pectinata";"Fougère calumet";"Gleicheniaceae";"P"
966865;"Rouxopteris boryi var. boryi";"";"Gleicheniaceae";"A"
446465;"Sticherus";"";"Gleicheniaceae";"P"
731375;"Sticherus bifidus";"";"Gleicheniaceae";"Q"
845973;"Sticherus ferrugineus";"";"Gleicheniaceae";"Q"
834276;"Sticherus furcatus";"";"Gleicheniaceae";"A"
925524;"Sticherus longipinnatus";"";"Gleicheniaceae";"D"
672481;"Sticherus montaguei";"";"Gleicheniaceae";"A"
731376;"Sticherus remotus";"";"Gleicheniaceae";"P"
448036;"Sticherus tahitensis";"";"Gleicheniaceae";"A"
672786;"Stromatopteris";"";"Gleicheniaceae";"A"
673143;"Stromatopteris moniliformis";"";"Gleicheniaceae";"A"
187220;"Gnetales";"Gnétales";"";"P"
727403;"Gnetaceae";"";"Gnetaceae";"P"
731196;"Gnetum";"";"Gnetaceae";"P"
926918;"Gnetum sect. Thoa";"";"Gnetaceae";"P"
731536;"Gnetum nodiflorum";"";"Gnetaceae";"P"
731537;"Gnetum paniculatum";"";"Gnetaceae";"P"
731538;"Gnetum urens";"";"Gnetaceae";"P"
593969;"Gnetidae";"Gnétidées";"";"P"
959287;"Bucklandiella fuscolutea";"";"Grimmiaceae";"A"
959194;"Bucklandiella ochracea";"";"Grimmiaceae";"A"
898022;"Grimmia maido";"";"Grimmiaceae";"A"
959192;"Schistidium chrysoneurum";"";"Grimmiaceae";"A"
850624;"Gymnospermae";"Gymnospermes";"";"P"
433765;"Hedwigiales";"";"";"P"
658349;"Rhacocarpaceae";"";"Rhacocarpaceae";"P"
726943;"Rhacocarpus";"";"Rhacocarpaceae";"P"
726944;"Rhacocarpus purpurascens";"";"Rhacocarpaceae";"P"
187160;"Hookeriales";"";"";"P"
433780;"Daltoniaceae";"";"Daltoniaceae";"P"
656578;"Calyptrochaeta marginata";"";"Daltoniaceae";"A"
433836;"Daltonia";"";"Daltoniaceae";"P"
839004;"Daltonia marginata";"";"Daltoniaceae";"P"
656631;"Distichophyllidium muticum";"";"Daltoniaceae";"A"
656632;"Distichophyllum apiculigerum";"";"Daltoniaceae";"A"
656634;"Distichophyllum fossombronioides";"";"Daltoniaceae";"A"
950869;"Distichophyllum francii";"";"Daltoniaceae";"A"
656636;"Distichophyllum koghiense";"";"Daltoniaceae";"A"
656638;"Distichophyllum semimarginatum";"";"Daltoniaceae";"A"
187159;"Hookeriaceae";"";"Hookeriaceae";"P"
726626;"Crossomitrium";"";"Hookeriaceae";"P"
726627;"Crossomitrium epiphyllum";"";"Hookeriaceae";"P"
726629;"Crossomitrium patrisiae";"";"Hookeriaceae";"P"
912519;"Crossomitrium rotundifolium";"";"Hookeriaceae";"P"
912518;"Crossomitrium sintenisii";"";"Hookeriaceae";"P"
823532;"Hookeria splachnifolia";"";"Hookeriaceae";"A"
433781;"Leucomiaceae";"";"Leucomiaceae";"P"
656381;"Leucomium";"";"Leucomiaceae";"P"
656776;"Leucomium strumosum";"";"Leucomiaceae";"P"
433782;"Pilotrichaceae";"";"Pilotrichaceae";"P"
726519;"Actinodontium";"";"Pilotrichaceae";"P"
912509;"Actinodontium sprucei";"";"Pilotrichaceae";"P"
656318;"Callicostella";"";"Pilotrichaceae";"P"
656553;"Callicostella bisexualis";"";"Pilotrichaceae";"A"
656554;"Callicostella caledonica";"";"Pilotrichaceae";"A"
912511;"Callicostella colombica";"";"Pilotrichaceae";"P"
656555;"Callicostella melanotheca";"";"Pilotrichaceae";"A"
953831;"Callicostella melanotheca var. melanotheca";"";"Pilotrichaceae";"A"
657546;"Callicostella melanotheca var. scabriseta";"";"Pilotrichaceae";"A"
912512;"Callicostella merkelii";"";"Pilotrichaceae";"P"
726608;"Callicostella pallida";"";"Pilotrichaceae";"P"
912760;"Callicostella rufescens";"";"Pilotrichaceae";"P"
656600;"Cyclodictyon bescherellei";"";"Pilotrichaceae";"A"
820079;"Cyclodictyon perrottetii";"";"Pilotrichaceae";"A"
726743;"Hypnella";"";"Pilotrichaceae";"P"
726745;"Hypnella pallescens";"";"Pilotrichaceae";"P"
726756;"Lepidopilidium";"";"Pilotrichaceae";"P"
823568;"Lepidopilidium isleanum";"";"Pilotrichaceae";"A"
955203;"Lepidopilidium nitens";"";"Pilotrichaceae";"P"
726758;"Lepidopilum";"";"Pilotrichaceae";"P"
912522;"Lepidopilum affine";"";"Pilotrichaceae";"P"
912529;"Lepidopilum amplirete";"";"Pilotrichaceae";"D"
726759;"Lepidopilum brevipes";"";"Pilotrichaceae";"P"
912525;"Lepidopilum cubense";"";"Pilotrichaceae";"P"
912531;"Lepidopilum denticulatum";"";"Pilotrichaceae";"P"
823569;"Lepidopilum hirsutum";"";"Pilotrichaceae";"A"
955201;"Lepidopilum hirsutum var. hirsutum";"";"Pilotrichaceae";"A"
726762;"Lepidopilum polytrichoides";"";"Pilotrichaceae";"P"
912535;"Lepidopilum radicale";"";"Pilotrichaceae";"P"
726763;"Lepidopilum scabrisetum";"";"Pilotrichaceae";"P"
912544;"Lepidopilum surinamense";"";"Pilotrichaceae";"P"
912546;"Lepidopilum tortifolium";"";"Pilotrichaceae";"P"
726873;"Pilotrichum";"";"Pilotrichaceae";"P"
726875;"Pilotrichum bipinnatum";"";"Pilotrichaceae";"P"
726879;"Pilotrichum evanescens";"";"Pilotrichaceae";"P"
912551;"Pilotrichum fendleri";"";"Pilotrichaceae";"P"
726883;"Pilotrichum luciae";"";"Pilotrichaceae";"A"
727025;"Trachyxiphium";"";"Pilotrichaceae";"P"
727033;"Trachyxiphium guadalupense";"";"Pilotrichaceae";"P"
593974;"Hymenophyllales";"Hyménophyllales";"";"P"
187192;"Hymenophyllaceae";"Hyménophyllacées";"Hymenophyllaceae";"P"
846425;"Hymenophylloideae";"Hyménophylloïdées";"Hymenophyllaceae";"P"
193482;"Hymenophyllum";"Hyménophyllum";"Hymenophyllaceae";"P"
846943;"Hymenophyllum abruptum";"";"Hymenophyllaceae";"Q"
706400;"Hymenophyllum balfourii";"Hyménophylle de Balfour";"Hymenophyllaceae";"A"
731387;"Hymenophyllum brevifrons";"";"Hymenophyllaceae";"P"
731388;"Hymenophyllum decurrens";"";"Hymenophyllaceae";"P"
671338;"Hymenophyllum deplanchei";"";"Hymenophyllaceae";"A"
671995;"Hymenophyllum dimidiatum";"";"Hymenophyllaceae";"A"
671763;"Hymenophyllum francii";"";"Hymenophyllaceae";"A"
708371;"Hymenophyllum fumarioides";"";"Hymenophyllaceae";"A"
735333;"Hymenophyllum funckii";"";"Hymenophyllaceae";"Q"
706403;"Hymenophyllum hirsutum";"Hyménophylle hirsute";"Hymenophyllaceae";"P"
833887;"Hymenophyllum hirtellum var. gratum";"";"Hymenophyllaceae";"A"
671339;"Hymenophyllum humboldtianum";"";"Hymenophyllaceae";"A"
454663;"Hymenophyllum subg. Mecodium";"";"Hymenophyllaceae";"P"
845590;"Hymenophyllum subg. Sphaerocionium";"";"Hymenophyllaceae";"P"
671340;"Hymenophyllum leratii";"";"Hymenophyllaceae";"A"
834522;"Hymenophyllum lherminieri";"";"Hymenophyllaceae";"A"
671341;"Hymenophyllum mnioides";"";"Hymenophyllaceae";"A"
921536;"Hymenophyllum neocaledonicum";"";"Hymenophyllaceae";"A"
671845;"Hymenophyllum paniense";"";"Hymenophyllaceae";"A"
706406;"Hymenophyllum polyanthos";"Hyménophylle à sores nombreux";"Hymenophyllaceae";"P"
446475;"Hymenophyllum productoides";"";"Hymenophyllaceae";"A"
831231;"Hymenophyllum pumilio";"";"Hymenophyllaceae";"A"
671996;"Hymenophyllum rolandiprincipis";"";"Hymenophyllaceae";"A"
921537;"Hymenophyllum soriemersum";"";"Hymenophyllaceae";"A"
671342;"Hymenophyllum subobtusum";"";"Hymenophyllaceae";"A"
846426;"Trichomanoideae";"Trichomanoïdées";"Hymenophyllaceae";"P"
670797;"Abrodictyum";"Abrodictyon";"Hymenophyllaceae";"P"
845545;"Abrodictyum subg. Pachychaetum";"";"Hymenophyllaceae";"P"
716540;"Abrodictyum rigidum";"";"Hymenophyllaceae";"P"
673887;"Callistopteris apiifolia";"";"Hymenophyllaceae";"A"
782701;"Crepidomanes inopinatum var. tamonii";"";"Hymenophyllaceae";"A"
921548;"Crepidomanes kurzii";"";"Hymenophyllaceae";"A"
1002360;"Crepidomanes parvulum";"";"Hymenophyllaceae";"A"
845588;"Crepidomanes pyxidiferum";"";"Hymenophyllaceae";"Q"
672580;"Didymoglossum";"Didymoglosse";"Hymenophyllaceae";"P"
834022;"Didymoglossum angustifrons";"";"Hymenophyllaceae";"P"
721667;"Didymoglossum barklyanum";"Didymoglosse de Barkly";"Hymenophyllaceae";"A"
807303;"Didymoglossum hildebrandtii";"";"Hymenophyllaceae";"A"
845560;"Didymoglossum subg. Didymoglossum";"";"Hymenophyllaceae";"P"
845561;"Didymoglossum subg. Microgonium";"";"Hymenophyllaceae";"P"
834515;"Didymoglossum kapplerianum";"";"Hymenophyllaceae";"P"
807304;"Didymoglossum kirkii";"";"Hymenophyllaceae";"A"
762858;"Didymoglossum krausii";"";"Hymenophyllaceae";"P"
762859;"Didymoglossum membranaceum";"";"Hymenophyllaceae";"P"
845565;"Didymoglossum pinnatinervium";"";"Hymenophyllaceae";"P"
762861;"Didymoglossum punctatum";"";"Hymenophyllaceae";"P"
845575;"Didymoglossum punctatum subsp. labiatum";"";"Hymenophyllaceae";"P"
672741;"Polyphlebium";"Polyphlebion";"Hymenophyllaceae";"P"
845578;"Polyphlebium diaphanum";"";"Hymenophyllaceae";"P"
673842;"Polyphlebium vieillardii";"";"Hymenophyllaceae";"A"
198604;"Trichomanes";"Trichomanès";"Hymenophyllaceae";"P"
731389;"Trichomanes accedens";"";"Hymenophyllaceae";"P"
731391;"Trichomanes ankersii";"";"Hymenophyllaceae";"P"
731392;"Trichomanes arbuscula";"";"Hymenophyllaceae";"P"
1018461;"Trichomanes atrovirens";"";"Hymenophyllaceae";"A"
731393;"Trichomanes botryoides";"";"Hymenophyllaceae";"P"
731394;"Trichomanes caliginum";"";"Hymenophyllaceae";"S"
731395;"Trichomanes crispum";"";"Hymenophyllaceae";"P"
731396;"Trichomanes cristatum";"";"Hymenophyllaceae";"P"
731398;"Trichomanes diversifrons";"";"Hymenophyllaceae";"P"
731399;"Trichomanes elegans";"";"Hymenophyllaceae";"P"
731400;"Trichomanes hostmannianum";"";"Hymenophyllaceae";"P"
845582;"Trichomanes subg. Davalliopsis";"";"Hymenophyllaceae";"P"
845581;"Trichomanes subg. Feea";"";"Hymenophyllaceae";"P"
845583;"Trichomanes subg. Lacostea";"";"Hymenophyllaceae";"P"
845579;"Trichomanes subg. Trichomanes";"";"Hymenophyllaceae";"P"
845585;"Trichomanes martiusii";"";"Hymenophyllaceae";"P"
731404;"Trichomanes mougeotii";"";"Hymenophyllaceae";"S"
731405;"Trichomanes osmundoides";"";"Hymenophyllaceae";"P"
731406;"Trichomanes pedicellatum";"";"Hymenophyllaceae";"P"
731407;"Trichomanes pellucens";"";"Hymenophyllaceae";"P"
716537;"Trichomanes pinnatum";"";"Hymenophyllaceae";"P"
731409;"Trichomanes polypodioides";"";"Hymenophyllaceae";"P"
